"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"05/24/2015 00:00","CAPITL",61757,20.95,1.38,0.00,""
"05/24/2015 00:00","CENTRL",61754,19.79,0.22,0.00,""
"05/24/2015 00:00","DUNWOD",61760,21.76,2.20,0.00,""
"05/24/2015 00:00","GENESE",61753,19.10,-0.47,0.00,""
"05/24/2015 00:00","H Q",61844,20.65,-0.35,-1.44,""
"05/24/2015 00:00","HUD VL",61758,21.68,2.11,0.00,""
"05/24/2015 00:00","LONGIL",61762,30.61,2.68,-8.36,""
"05/24/2015 00:00","MHK VL",61756,20.11,0.55,0.00,""
"05/24/2015 00:00","MILLWD",61759,21.75,2.18,0.00,""
"05/24/2015 00:00","N.Y.C.",61761,21.86,2.29,0.00,""
"05/24/2015 00:00","NORTH",61755,18.62,-0.95,0.00,""
"05/24/2015 00:00","NPX",61845,23.35,1.83,-1.96,""
"05/24/2015 00:00","O H",61846,20.86,-0.67,-1.96,""
"05/24/2015 00:00","PJM",61847,22.18,1.17,-1.44,""
"05/24/2015 00:00","WEST",61752,19.04,-0.53,0.00,""
"05/24/2015 01:00","CAPITL",61757,18.58,1.22,0.00,""
"05/24/2015 01:00","CENTRL",61754,17.51,0.15,0.00,""
"05/24/2015 01:00","DUNWOD",61760,19.14,1.78,0.00,""
"05/24/2015 01:00","GENESE",61753,16.90,-0.46,0.00,""
"05/24/2015 01:00","H Q",61844,17.05,-0.31,0.00,""
"05/24/2015 01:00","HUD VL",61758,19.10,1.74,0.00,""
"05/24/2015 01:00","LONGIL",61762,19.52,2.16,0.00,""
"05/24/2015 01:00","MHK VL",61756,17.82,0.46,0.00,""
"05/24/2015 01:00","MILLWD",61759,19.13,1.77,0.00,""
"05/24/2015 01:00","N.Y.C.",61761,19.21,1.85,0.00,""
"05/24/2015 01:00","NORTH",61755,16.52,-0.84,0.00,""
"05/24/2015 01:00","NPX",61845,18.96,1.60,0.00,""
"05/24/2015 01:00","O H",61846,16.71,-0.65,0.00,""
"05/24/2015 01:00","PJM",61847,18.26,0.90,0.00,""
"05/24/2015 01:00","WEST",61752,16.81,-0.55,0.00,""
"05/24/2015 02:00","CAPITL",61757,19.90,1.12,-2.47,""
"05/24/2015 02:00","CENTRL",61754,16.72,0.08,-0.33,""
"05/24/2015 02:00","DUNWOD",61760,19.97,1.63,-2.03,""
"05/24/2015 02:00","GENESE",61753,16.00,-0.57,-0.25,""
"05/24/2015 02:00","H Q",61844,16.02,-0.28,0.00,""
"05/24/2015 02:00","HUD VL",61758,19.93,1.60,-2.02,""
"05/24/2015 02:00","LONGIL",61762,20.29,1.95,-2.03,""
"05/24/2015 02:00","MHK VL",61756,17.12,0.43,-0.38,""
"05/24/2015 02:00","MILLWD",61759,19.97,1.63,-2.03,""
"05/24/2015 02:00","N.Y.C.",61761,20.04,1.70,-2.03,""
"05/24/2015 02:00","NORTH",61755,15.54,-0.77,0.00,""
"05/24/2015 02:00","NPX",61845,20.06,1.47,-2.28,""
"05/24/2015 02:00","O H",61846,15.84,-0.79,-0.32,""
"05/24/2015 02:00","PJM",61847,18.42,0.75,-1.35,""
"05/24/2015 02:00","WEST",61752,15.89,-0.73,-0.31,""
"05/24/2015 03:00","CAPITL",61757,18.13,0.93,-3.82,""
"05/24/2015 03:00","CENTRL",61754,13.96,0.06,-0.51,""
"05/24/2015 03:00","DUNWOD",61760,17.85,1.34,-3.13,""
"05/24/2015 03:00","GENESE",61753,13.31,-0.47,-0.39,""
"05/24/2015 03:00","H Q",61844,13.14,-0.25,0.00,""
"05/24/2015 03:00","HUD VL",61758,17.81,1.31,-3.12,""
"05/24/2015 03:00","LONGIL",61762,18.06,1.55,-3.13,""
"05/24/2015 03:00","MHK VL",61756,14.33,0.35,-0.60,""
"05/24/2015 03:00","MILLWD",61759,17.85,1.33,-3.14,""
"05/24/2015 03:00","N.Y.C.",61761,17.92,1.40,-3.13,""
"05/24/2015 03:00","NORTH",61755,12.72,-0.66,0.00,""
"05/24/2015 03:00","NPX",61845,18.13,1.21,-3.53,""
"05/24/2015 03:00","O H",61846,13.23,-0.65,-0.50,""
"05/24/2015 03:00","PJM",61847,16.09,0.62,-2.09,""
"05/24/2015 03:00","WEST",61752,13.26,-0.60,-0.48,""
"05/24/2015 04:00","CAPITL",61757,7.50,0.49,0.00,""
"05/24/2015 04:00","CENTRL",61754,7.07,0.07,0.00,""
"05/24/2015 04:00","DUNWOD",61760,7.70,0.70,0.00,""
"05/24/2015 04:00","GENESE",61753,6.86,-0.14,0.00,""
"05/24/2015 04:00","H Q",61844,6.89,-0.12,0.00,""
"05/24/2015 04:00","HUD VL",61758,7.67,0.67,0.00,""
"05/24/2015 04:00","LONGIL",61762,8.58,0.89,-0.69,""
"05/24/2015 04:00","MHK VL",61756,7.19,0.18,0.00,""
"05/24/2015 04:00","MILLWD",61759,7.69,0.69,0.00,""
"05/24/2015 04:00","N.Y.C.",61761,7.74,0.74,0.00,""
"05/24/2015 04:00","NORTH",61755,6.70,-0.30,0.00,""
"05/24/2015 04:00","NPX",61845,7.65,0.64,0.00,""
"05/24/2015 04:00","O H",61846,6.82,-0.19,0.00,""
"05/24/2015 04:00","PJM",61847,7.37,0.37,0.00,""
"05/24/2015 04:00","WEST",61752,6.87,-0.14,0.00,""
"05/24/2015 05:00","CAPITL",61757,7.02,0.45,0.00,""
"05/24/2015 05:00","CENTRL",61754,6.64,0.07,0.00,""
"05/24/2015 05:00","DUNWOD",61760,7.20,0.63,0.00,""
"05/24/2015 05:00","GENESE",61753,6.47,-0.10,0.00,""
"05/24/2015 05:00","H Q",61844,6.47,-0.10,0.00,""
"05/24/2015 05:00","HUD VL",61758,7.17,0.60,0.00,""
"05/24/2015 05:00","LONGIL",61762,7.34,0.77,0.00,""
"05/24/2015 05:00","MHK VL",61756,6.75,0.18,0.00,""
"05/24/2015 05:00","MILLWD",61759,7.19,0.62,0.00,""
"05/24/2015 05:00","N.Y.C.",61761,7.23,0.66,0.00,""
"05/24/2015 05:00","NORTH",61755,6.33,-0.24,0.00,""
"05/24/2015 05:00","NPX",61845,7.14,0.57,0.00,""
"05/24/2015 05:00","O H",61846,6.42,-0.14,0.00,""
"05/24/2015 05:00","PJM",61847,6.90,0.33,0.00,""
"05/24/2015 05:00","WEST",61752,6.48,-0.09,0.00,""
"05/24/2015 06:00","CAPITL",61757,8.66,0.54,0.00,""
"05/24/2015 06:00","CENTRL",61754,8.19,0.07,0.00,""
"05/24/2015 06:00","DUNWOD",61760,8.86,0.75,0.00,""
"05/24/2015 06:00","GENESE",61753,7.93,-0.19,0.00,""
"05/24/2015 06:00","H Q",61844,8.03,-0.09,0.00,""
"05/24/2015 06:00","HUD VL",61758,8.84,0.72,0.00,""
"05/24/2015 06:00","LONGIL",61762,9.03,0.92,0.00,""
"05/24/2015 06:00","MHK VL",61756,8.34,0.23,0.00,""
"05/24/2015 06:00","MILLWD",61759,8.86,0.74,0.00,""
"05/24/2015 06:00","N.Y.C.",61761,8.91,0.80,0.00,""
"05/24/2015 06:00","NORTH",61755,7.92,-0.20,0.00,""
"05/24/2015 06:00","NPX",61845,8.79,0.68,0.00,""
"05/24/2015 06:00","O H",61846,7.85,-0.26,0.00,""
"05/24/2015 06:00","PJM",61847,8.49,0.37,0.00,""
"05/24/2015 06:00","WEST",61752,7.92,-0.20,0.00,""
"05/24/2015 07:00","CAPITL",61757,9.02,0.56,0.00,""
"05/24/2015 07:00","CENTRL",61754,8.54,0.08,0.00,""
"05/24/2015 07:00","DUNWOD",61760,9.22,0.76,0.00,""
"05/24/2015 07:00","GENESE",61753,8.26,-0.20,0.00,""
"05/24/2015 07:00","H Q",61844,8.37,-0.08,0.00,""
"05/24/2015 07:00","HUD VL",61758,9.20,0.74,0.00,""
"05/24/2015 07:00","LONGIL",61762,9.38,0.92,0.00,""
"05/24/2015 07:00","MHK VL",61756,8.72,0.26,0.00,""
"05/24/2015 07:00","MILLWD",61759,9.22,0.76,0.00,""
"05/24/2015 07:00","N.Y.C.",61761,9.27,0.80,0.00,""
"05/24/2015 07:00","NORTH",61755,8.30,-0.17,0.00,""
"05/24/2015 07:00","NPX",61845,9.14,0.68,0.00,""
"05/24/2015 07:00","O H",61846,8.15,-0.31,0.00,""
"05/24/2015 07:00","PJM",61847,8.83,0.37,0.00,""
"05/24/2015 07:00","WEST",61752,8.21,-0.24,0.00,""
"05/24/2015 08:00","CAPITL",61757,9.50,0.61,0.00,""
"05/24/2015 08:00","CENTRL",61754,8.96,0.07,0.00,""
"05/24/2015 08:00","DUNWOD",61760,9.72,0.83,0.00,""
"05/24/2015 08:00","GENESE",61753,8.62,-0.27,0.00,""
"05/24/2015 08:00","H Q",61844,8.79,-0.09,0.00,""
"05/24/2015 08:00","HUD VL",61758,9.70,0.81,0.00,""
"05/24/2015 08:00","LONGIL",61762,9.88,0.99,0.00,""
