"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"04/13/2015 00:00","CAPITL",61757,17.98,0.86,0.00,""
"04/13/2015 00:00","CENTRL",61754,17.41,0.29,0.00,""
"04/13/2015 00:00","DUNWOD",61760,18.67,1.56,0.00,""
"04/13/2015 00:00","GENESE",61753,16.80,-0.31,0.00,""
"04/13/2015 00:00","H Q",61844,16.81,-0.30,0.00,""
"04/13/2015 00:00","HUD VL",61758,18.63,1.52,0.00,""
"04/13/2015 00:00","LONGIL",61762,19.04,1.93,0.00,""
"04/13/2015 00:00","MHK VL",61756,17.49,0.38,0.00,""
"04/13/2015 00:00","MILLWD",61759,18.65,1.53,0.00,""
"04/13/2015 00:00","N.Y.C.",61761,18.78,1.67,0.00,""
"04/13/2015 00:00","NORTH",61755,16.62,-0.50,0.00,""
"04/13/2015 00:00","NPX",61845,18.24,1.12,0.00,""
"04/13/2015 00:00","O H",61846,16.65,-0.47,0.00,""
"04/13/2015 00:00","PJM",61847,17.96,0.85,0.00,""
"04/13/2015 00:00","WEST",61752,16.78,-0.34,0.00,""
"04/13/2015 01:00","CAPITL",61757,13.53,0.62,0.00,""
"04/13/2015 01:00","CENTRL",61754,13.10,0.19,0.00,""
"04/13/2015 01:00","DUNWOD",61760,14.04,1.13,0.00,""
"04/13/2015 01:00","GENESE",61753,12.62,-0.29,0.00,""
"04/13/2015 01:00","H Q",61844,12.71,-0.20,0.00,""
"04/13/2015 01:00","HUD VL",61758,14.01,1.10,0.00,""
"04/13/2015 01:00","LONGIL",61762,14.31,1.39,0.00,""
"04/13/2015 01:00","MHK VL",61756,13.18,0.26,0.00,""
"04/13/2015 01:00","MILLWD",61759,14.04,1.13,0.00,""
"04/13/2015 01:00","N.Y.C.",61761,14.13,1.21,0.00,""
"04/13/2015 01:00","NORTH",61755,12.58,-0.34,0.00,""
"04/13/2015 01:00","NPX",61845,13.70,0.79,0.00,""
"04/13/2015 01:00","O H",61846,12.51,-0.40,0.00,""
"04/13/2015 01:00","PJM",61847,13.51,0.60,0.00,""
"04/13/2015 01:00","WEST",61752,12.59,-0.33,0.00,""
"04/13/2015 02:00","CAPITL",61757,10.05,0.49,0.00,""
"04/13/2015 02:00","CENTRL",61754,9.70,0.14,0.00,""
"04/13/2015 02:00","DUNWOD",61760,10.39,0.83,0.00,""
"04/13/2015 02:00","GENESE",61753,9.35,-0.21,0.00,""
"04/13/2015 02:00","H Q",61844,9.40,-0.15,0.00,""
"04/13/2015 02:00","HUD VL",61758,10.37,0.81,0.00,""
"04/13/2015 02:00","LONGIL",61762,10.60,1.04,0.00,""
"04/13/2015 02:00","MHK VL",61756,9.75,0.19,0.00,""
"04/13/2015 02:00","MILLWD",61759,10.40,0.84,0.00,""
"04/13/2015 02:00","N.Y.C.",61761,10.45,0.88,0.00,""
"04/13/2015 02:00","NORTH",61755,9.30,-0.25,0.00,""
"04/13/2015 02:00","NPX",61845,10.17,0.61,0.00,""
"04/13/2015 02:00","O H",61846,9.27,-0.29,0.00,""
"04/13/2015 02:00","PJM",61847,10.01,0.45,0.00,""
"04/13/2015 02:00","WEST",61752,9.34,-0.23,0.00,""
"04/13/2015 03:00","CAPITL",61757,11.11,0.55,0.00,""
"04/13/2015 03:00","CENTRL",61754,10.71,0.14,0.00,""
"04/13/2015 03:00","DUNWOD",61760,11.49,0.92,0.00,""
"04/13/2015 03:00","GENESE",61753,10.33,-0.23,0.00,""
"04/13/2015 03:00","H Q",61844,10.39,-0.17,0.00,""
"04/13/2015 03:00","HUD VL",61758,11.47,0.90,0.00,""
