"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/29/2017 00:00","CAPITL",61757,27.52,0.05,-26.62
"01/29/2017 00:00","CENTRL",61754,4.18,0.00,-3.33
"01/29/2017 00:00","DUNWOD",61760,20.84,0.06,-19.94
"01/29/2017 00:00","GENESE",61753,3.52,-0.03,-2.70
"01/29/2017 00:00","H Q",61844,0.83,-0.02,0.00
"01/29/2017 00:00","HUD VL",61758,20.85,0.06,-19.94
"01/29/2017 00:00","LONGIL",61762,20.86,0.07,-19.94
"01/29/2017 00:00","MHK VL",61756,4.73,0.02,-3.85
"01/29/2017 00:00","MILLWD",61759,21.04,0.06,-20.13
"01/29/2017 00:00","N.Y.C.",61761,20.84,0.06,-19.93
"01/29/2017 00:00","NORTH",61755,0.84,-0.01,0.00
"01/29/2017 00:00","NPX",61845,24.47,0.05,-23.58
"01/29/2017 00:00","O H",61846,4.34,-0.05,-3.55
"01/29/2017 00:00","PJM",61847,12.07,0.00,-11.22
"01/29/2017 00:00","WEST",61752,4.23,-0.05,-3.43
"01/29/2017 01:00","CAPITL",61757,36.61,-0.17,-39.82
"01/29/2017 01:00","CENTRL",61754,1.94,-0.01,-4.98
"01/29/2017 01:00","DUNWOD",61760,26.56,-0.21,-29.81
"01/29/2017 01:00","GENESE",61753,1.10,0.10,-4.04
"01/29/2017 01:00","H Q",61844,-2.97,0.07,0.00
"01/29/2017 01:00","HUD VL",61758,26.57,-0.22,-29.83
"01/29/2017 01:00","LONGIL",61762,26.50,-0.27,-29.81
"01/29/2017 01:00","MHK VL",61756,2.78,-0.09,-5.90
"01/29/2017 01:00","MILLWD",61759,26.85,-0.22,-30.10
"01/29/2017 01:00","N.Y.C.",61761,26.55,-0.22,-29.81
"01/29/2017 01:00","NORTH",61755,-2.96,0.08,0.00
"01/29/2017 01:00","NPX",61845,32.04,-0.18,-35.25
"01/29/2017 01:00","O H",61846,2.47,0.20,-5.31
"01/29/2017 01:00","PJM",61847,13.72,-0.02,-16.78
"01/29/2017 01:00","WEST",61752,2.26,0.17,-5.14
"01/29/2017 02:00","CAPITL",61757,32.81,0.08,-31.38
"01/29/2017 02:00","CENTRL",61754,5.28,0.00,-3.92
"01/29/2017 02:00","DUNWOD",61760,24.94,0.09,-23.49
"01/29/2017 02:00","GENESE",61753,4.49,-0.05,-3.18
"01/29/2017 02:00","H Q",61844,1.33,-0.03,0.00
