"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"06/30/2015 00:00","CAPITL",61757,6.34,0.29,0.00,""
"06/30/2015 00:00","CENTRL",61754,6.11,0.07,0.00,""
"06/30/2015 00:00","DUNWOD",61760,6.59,0.54,0.00,""
"06/30/2015 00:00","GENESE",61753,5.99,-0.06,0.00,""
"06/30/2015 00:00","H Q",61844,5.91,-0.14,0.00,""
"06/30/2015 00:00","HUD VL",61758,6.57,0.52,0.00,""
"06/30/2015 00:00","LONGIL",61762,6.71,0.66,0.00,""
"06/30/2015 00:00","MHK VL",61756,6.14,0.09,0.00,""
"06/30/2015 00:00","MILLWD",61759,6.59,0.54,0.00,""
"06/30/2015 00:00","N.Y.C.",61761,6.65,0.60,0.00,""
"06/30/2015 00:00","NORTH",61755,5.84,-0.21,0.00,""
"06/30/2015 00:00","NPX",61845,6.44,0.39,0.00,""
"06/30/2015 00:00","O H",61846,5.87,-0.17,0.00,""
"06/30/2015 00:00","PJM",61847,6.30,0.26,0.00,""
"06/30/2015 00:00","WEST",61752,5.94,-0.11,0.00,""
"06/30/2015 01:00","CAPITL",61757,2.44,0.12,0.00,""
"06/30/2015 01:00","CENTRL",61754,2.35,0.02,0.00,""
"06/30/2015 01:00","DUNWOD",61760,2.53,0.20,0.00,""
"06/30/2015 01:00","GENESE",61753,2.29,-0.04,0.00,""
"06/30/2015 01:00","H Q",61844,2.28,-0.05,0.00,""
"06/30/2015 01:00","HUD VL",61758,2.52,0.20,0.00,""
"06/30/2015 01:00","LONGIL",61762,2.57,0.24,0.00,""
"06/30/2015 01:00","MHK VL",61756,2.36,0.03,0.00,""
"06/30/2015 01:00","MILLWD",61759,2.53,0.20,0.00,""
"06/30/2015 01:00","N.Y.C.",61761,2.55,0.22,0.00,""
"06/30/2015 01:00","NORTH",61755,2.25,-0.08,0.00,""
"06/30/2015 01:00","NPX",61845,2.48,0.16,0.00,""
"06/30/2015 01:00","O H",61846,2.25,-0.08,0.00,""
"06/30/2015 01:00","PJM",61847,2.42,0.09,0.00,""
"06/30/2015 01:00","WEST",61752,2.27,-0.06,0.00,""
"06/30/2015 02:00","CAPITL",61757,10.66,0.54,0.00,""
"06/30/2015 02:00","CENTRL",61754,10.21,0.09,0.00,""
"06/30/2015 02:00","DUNWOD",61760,11.04,0.92,0.00,""
"06/30/2015 02:00","GENESE",61753,9.90,-0.21,0.00,""
"06/30/2015 02:00","H Q",61844,9.87,-0.25,0.00,""
"06/30/2015 02:00","HUD VL",61758,11.00,0.89,0.00,""
"06/30/2015 02:00","LONGIL",61762,11.17,1.06,0.00,""
"06/30/2015 02:00","MHK VL",61756,10.26,0.14,0.00,""
"06/30/2015 02:00","MILLWD",61759,11.03,0.91,0.00,""
"06/30/2015 02:00","N.Y.C.",61761,11.12,1.00,0.00,""
"06/30/2015 02:00","NORTH",61755,9.75,-0.37,0.00,""
"06/30/2015 02:00","NPX",61845,10.85,0.74,0.00,""
"06/30/2015 02:00","O H",61846,9.74,-0.38,0.00,""
"06/30/2015 02:00","PJM",61847,10.57,0.45,0.00,""
"06/30/2015 02:00","WEST",61752,9.81,-0.31,0.00,""
"06/30/2015 03:00","CAPITL",61757,6.89,0.35,0.00,""
"06/30/2015 03:00","CENTRL",61754,6.60,0.05,0.00,""
"06/30/2015 03:00","DUNWOD",61760,7.12,0.58,0.00,""
"06/30/2015 03:00","GENESE",61753,6.40,-0.14,0.00,""
"06/30/2015 03:00","H Q",61844,6.38,-0.16,0.00,""
"06/30/2015 03:00","HUD VL",61758,7.10,0.56,0.00,""
"06/30/2015 03:00","LONGIL",61762,7.21,0.66,0.00,""
