"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"12/20/2021 00:00",1235,1675,558,1006,960,1946,733,273,4689,678,1557,15310
"12/20/2021 01:00",1209,1634,538,983,931,1861,717,265,4541,672,1531,14882
"12/20/2021 02:00",1200,1623,521,974,919,1819,716,265,4443,671,1514,14665
"12/20/2021 03:00",1209,1631,525,977,916,1808,721,269,4399,671,1507,14633
"12/20/2021 04:00",1241,1673,538,1001,933,1850,745,278,4441,676,1525,14901
"12/20/2021 05:00",1311,1774,562,1064,983,1963,797,296,4672,688,1587,15697
"12/20/2021 06:00",1421,1938,629,1158,1068,2157,897,322,5039,716,1691,17036
"12/20/2021 07:00",1511,2042,683,1224,1125,2284,956,348,5463,746,1773,18155
"12/20/2021 08:00",1511,2052,705,1234,1125,2280,971,353,5728,747,1809,18515
"12/20/2021 09:00",1472,2011,713,1215,1071,2211,959,349,5903,743,1811,18458
"12/20/2021 10:00",1460,1961,707,1197,1021,2120,944,339,5963,737,1806,18255
"12/20/2021 11:00",1426,1896,701,1176,990,2074,918,330,5997,734,1792,18034
"12/20/2021 12:00",1390,1833,694,1163,965,2045,895,324,5994,726,1777,17806
"12/20/2021 13:00",1391,1814,687,1172,985,2077,873,324,5990,718,1778,17809
"12/20/2021 14:00",1421,1838,691,1182,1035,2144,864,333,5995,716,1766,17985
"12/20/2021 15:00",1473,1907,701,1213,1105,2281,883,341,6046,717,1765,18432
"12/20/2021 16:00",1591,2023,746,1275,1213,2542,953,372,6224,742,1820,19501
"12/20/2021 17:00",1676,2122,795,1329,1308,2796,1006,408,6387,756,1910,20493
"12/20/2021 18:00",1674,2129,801,1316,1321,2844,1011,414,6310,751,1901,20472
"12/20/2021 19:00",1636,2086,772,1291,1300,2780,992,406,6160,738,1882,20043
"12/20/2021 20:00",1582,2025,751,1249,1266,2692,961,391,5967,727,1840,19451
"12/20/2021 21:00",1497,1911,728,1184,1204,2560,898,371,5745,711,1774,18583
"12/20/2021 22:00",1392,1792,677,1101,1117,2348,834,343,5413,687,1689,17393
"12/20/2021 23:00",1301,1697,620,1038,1031,2133,779,310,5048,660,1594,16211
"12/21/2021 00:00",1236,1649,586,990,972,2000,726,285,4804,644,1528,15420
"12/21/2021 01:00",1203,1605,560,961,938,1901,703,273,4611,634,1494,14883
"12/21/2021 02:00",1187,1587,539,948,919,1847,696,269,4497,630,1475,14594
"12/21/2021 03:00",1187,1582,540,947,913,1828,693,273,4447,626,1467,14503
"12/21/2021 04:00",1209,1610,551,968,927,1866,709,280,4476,628,1488,14712
"12/21/2021 05:00",1267,1701,573,1027,970,1978,749,299,4702,643,1550,15459
"12/21/2021 06:00",1371,1851,635,1121,1048,2164,835,323,5074,664,1652,16738
"12/21/2021 07:00",1460,1963,686,1197,1111,2294,893,347,5484,691,1733,17859
"12/21/2021 08:00",1466,1983,708,1215,1125,2297,906,352,5737,693,1761,18243
"12/21/2021 09:00",1423,1945,713,1197,1088,2232,888,345,5886,690,1757,18164
"12/21/2021 10:00",1393,1898,703,1182,1034,2145,867,335,5920,681,1752,17910
"12/21/2021 11:00",1357,1848,696,1165,996,2103,844,326,5937,672,1738,17682
"12/21/2021 12:00",1321,1815,687,1140,967,2070,832,319,5931,670,1724,17476
"12/21/2021 13:00",1321,1806,679,1140,985,2093,824,319,5914,672,1728,17481
"12/21/2021 14:00",1354,1819,683,1148,1030,2142,829,326,5908,679,1718,17636
"12/21/2021 15:00",1414,1876,690,1179,1088,2255,855,334,5942,690,1715,18038
"12/21/2021 16:00",1524,1978,729,1239,1184,2485,925,361,6098,720,1770,19013
"12/21/2021 17:00",1619,2074,775,1309,1279,2736,979,399,6274,739,1872,20055
"12/21/2021 18:00",1630,2083,777,1305,1293,2781,983,404,6182,735,1875,20048
"12/21/2021 19:00",1606,2058,754,1288,1278,2730,972,398,6040,731,1864,19719
"12/21/2021 20:00",1563,2005,736,1250,1251,2660,944,384,5863,726,1830,19212
"12/21/2021 21:00",1489,1906,718,1193,1199,2544,893,367,5658,708,1774,18449
"12/21/2021 22:00",1397,1804,673,1115,1121,2348,837,340,5354,686,1696,17371
"12/21/2021 23:00",1315,1717,621,1051,1041,2135,791,309,5014,671,1608,16273
"12/22/2021 00:00",1261,1655,580,1013,976,1961,749,287,4743,666,1544,15435
"12/22/2021 01:00",1232,1606,554,982,942,1853,728,276,4557,658,1506,14894
"12/22/2021 02:00",1217,1589,530,965,923,1792,723,273,4446,652,1481,14591
"12/22/2021 03:00",1214,1585,532,961,916,1767,725,275,4393,643,1465,14476
"12/22/2021 04:00",1233,1611,540,978,927,1800,743,285,4420,644,1479,14660
"12/22/2021 05:00",1294,1697,559,1028,969,1901,786,301,4630,660,1532,15357
"12/22/2021 06:00",1389,1837,620,1112,1044,2074,871,321,4972,686,1624,16550
"12/22/2021 07:00",1471,1939,670,1182,1110,2227,928,347,5360,719,1698,17651
"12/22/2021 08:00",1475,1944,696,1205,1126,2303,938,357,5625,727,1733,18129
"12/22/2021 09:00",1441,1895,705,1198,1094,2323,916,354,5794,728,1752,18200
"12/22/2021 10:00",1410,1859,698,1194,1047,2275,893,345,5843,718,1768,18050
"12/22/2021 11:00",1377,1828,695,1180,1025,2236,873,338,5869,707,1763,17891
"12/22/2021 12:00",1344,1814,690,1161,995,2192,856,329,5868,698,1745,17692
"12/22/2021 13:00",1347,1820,681,1160,1004,2189,844,327,5863,697,1743,17675
"12/22/2021 14:00",1375,1845,686,1163,1040,2220,844,335,5862,695,1731,17796
"12/22/2021 15:00",1425,1893,693,1192,1096,2309,863,340,5894,695,1731,18131
"12/22/2021 16:00",1516,1973,726,1243,1182,2513,918,364,6037,718,1776,18966
"12/22/2021 17:00",1594,2048,764,1303,1268,2744,964,399,6196,735,1874,19889
"12/22/2021 18:00",1598,2063,764,1296,1279,2777,970,403,6095,726,1871,19842
"12/22/2021 19:00",1574,2044,740,1280,1264,2723,953,395,5965,725,1863,19526
"12/22/2021 20:00",1534,1996,723,1240,1236,2648,929,381,5790,724,1830,19031
"12/22/2021 21:00",1469,1906,710,1190,1188,2537,882,368,5600,704,1781,18335
"12/22/2021 22:00",1387,1807,671,1119,1116,2362,830,344,5322,678,1712,17348
"12/22/2021 23:00",1310,1720,627,1061,1037,2166,786,314,5014,657,1628,16320
"12/23/2021 00:00",1249,1678,585,1026,974,2014,747,292,4801,653,1574,15593
"12/23/2021 01:00",1224,1642,560,999,938,1911,731,283,4622,649,1536,15095
"12/23/2021 02:00",1211,1622,537,985,920,1855,732,279,4518,650,1511,14820
"12/23/2021 03:00",1211,1626,541,983,916,1834,736,283,4469,655,1498,14752
"12/23/2021 04:00",1236,1655,552,1001,930,1875,753,291,4504,659,1512,14968
"12/23/2021 05:00",1300,1744,570,1050,973,1987,796,310,4719,668,1568,15685
"12/23/2021 06:00",1394,1875,631,1132,1051,2158,874,331,5056,703,1663,16868
"12/23/2021 07:00",1480,1982,678,1203,1121,2290,927,357,5424,731,1733,17926
"12/23/2021 08:00",1479,1999,701,1220,1128,2299,936,367,5676,733,1767,18305
"12/23/2021 09:00",1433,1954,710,1202,1084,2256,909,362,5824,729,1772,18235
"12/23/2021 10:00",1404,1910,702,1187,1033,2178,887,353,5864,729,1775,18022
"12/23/2021 11:00",1372,1865,701,1167,1006,2135,861,348,5891,720,1765,17831
"12/23/2021 12:00",1347,1840,695,1144,983,2116,849,342,5886,709,1749,17660
"12/23/2021 13:00",1354,1835,683,1143,1001,2141,832,342,5867,705,1743,17646
"12/23/2021 14:00",1392,1862,689,1154,1046,2200,838,351,5878,707,1729,17846
"12/23/2021 15:00",1444,1900,697,1181,1108,2334,860,358,5907,717,1721,18227
"12/23/2021 16:00",1535,1972,731,1233,1202,2563,916,382,6041,738,1756,19069
"12/23/2021 17:00",1626,2055,769,1290,1297,2821,966,414,6199,747,1851,20035
"12/23/2021 18:00",1634,2072,767,1282,1310,2858,972,416,6117,742,1849,20019
"12/23/2021 19:00",1614,2042,742,1264,1296,2810,958,407,5989,743,1841,19706
"12/23/2021 20:00",1572,1988,728,1223,1271,2736,936,392,5824,738,1823,19231
"12/23/2021 21:00",1507,1908,720,1179,1222,2627,891,380,5646,717,1774,18571
"12/23/2021 22:00",1428,1811,684,1114,1153,2457,842,359,5393,694,1698,17633
"12/23/2021 23:00",1343,1728,639,1056,1073,2259,797,330,5106,674,1608,16613
"12/24/2021 00:00",1253,1626,597,987,1014,2084,729,300,4855,660,1518,15623
"12/24/2021 01:00",1222,1585,567,952,969,1963,715,285,4688,652,1473,15071
"12/24/2021 02:00",1208,1568,541,937,940,1896,714,279,4574,653,1444,14754
"12/24/2021 03:00",1204,1566,541,931,929,1864,711,282,4507,655,1430,14620
"12/24/2021 04:00",1206,1567,547,934,938,1879,717,284,4502,658,1437,14669
"12/24/2021 05:00",1234,1602,560,962,968,1951,729,292,4638,660,1457,15053
"12/24/2021 06:00",1278,1684,613,1011,1021,2077,769,305,4889,657,1499,15803
"12/24/2021 07:00",1342,1762,656,1061,1083,2198,801,336,5189,674,1549,16651
"12/24/2021 08:00",1367,1789,693,1083,1121,2256,808,366,5440,685,1570,17178
"12/24/2021 09:00",1360,1758,711,1074,1119,2296,786,377,5607,682,1586,17356
"12/24/2021 10:00",1346,1711,712,1060,1090,2275,762,371,5655,671,1589,17242
"12/24/2021 11:00",1306,1671,716,1039,1066,2259,748,370,5689,659,1570,17093
"12/24/2021 12:00",1277,1625,707,1009,1030,2227,730,367,5667,654,1545,16838
"12/24/2021 13:00",1280,1608,693,997,1022,2233,722,366,5638,648,1523,16730
"12/24/2021 14:00",1301,1625,691,996,1049,2250,728,368,5604,651,1514,16777
"12/24/2021 15:00",1323,1653,692,1021,1087,2318,745,367,5571,652,1507,16936
"12/24/2021 16:00",1361,1690,716,1051,1142,2484,775,380,5652,659,1516,17426
"12/24/2021 17:00",1378,1705,734,1078,1184,2622,782,392,5722,662,1567,17826
"12/24/2021 18:00",1336,1662,714,1040,1152,2546,768,378,5555,655,1528,17334
"12/24/2021 19:00",1307,1625,674,1009,1122,2442,755,361,5404,655,1498,16852
"12/24/2021 20:00",1295,1625,661,995,1107,2346,755,345,5230,648,1491,16498
"12/24/2021 21:00",1293,1618,664,992,1102,2316,754,339,5082,639,1500,16299
"12/24/2021 22:00",1283,1601,661,976,1090,2288,747,343,4961,638,1502,16090
"12/24/2021 23:00",1258,1574,644,957,1052,2225,736,332,4840,638,1479,15735
"12/25/2021 00:00",1217,1552,623,916,985,2035,702,304,4681,656,1433,15104
"12/25/2021 01:00",1193,1509,579,887,944,1915,690,286,4574,654,1398,14629
"12/25/2021 02:00",1181,1481,521,868,921,1850,684,275,4501,650,1379,14311
"12/25/2021 03:00",1172,1461,514,860,910,1805,677,270,4435,645,1366,14115
"12/25/2021 04:00",1169,1462,507,861,909,1798,677,269,4397,645,1368,14062
"12/25/2021 05:00",1178,1473,505,871,913,1811,681,269,4403,647,1376,14127
"12/25/2021 06:00",1193,1508,546,899,926,1855,695,275,4403,645,1393,14338
"12/25/2021 07:00",1236,1596,561,939,972,1937,717,301,4473,656,1430,14818
"12/25/2021 08:00",1281,1665,578,971,1014,2034,742,331,4590,665,1458,15329
"12/25/2021 09:00",1294,1699,601,978,1034,2108,747,351,4729,668,1475,15684
"12/25/2021 10:00",1291,1690,612,976,1035,2112,742,348,4844,666,1467,15783
"12/25/2021 11:00",1279,1658,622,964,1030,2102,740,342,4874,665,1458,15734
"12/25/2021 12:00",1268,1628,609,963,1018,2075,729,339,4882,660,1451,15622
"12/25/2021 13:00",1249,1603,596,965,1007,2088,719,324,4863,660,1453,15527
"12/25/2021 14:00",1265,1597,595,968,1011,2088,718,328,4861,663,1459,15553
"12/25/2021 15:00",1287,1621,594,987,1041,2111,729,324,4848,665,1472,15679
"12/25/2021 16:00",1315,1672,611,1019,1087,2234,749,341,4930,668,1510,16136
"12/25/2021 17:00",1332,1720,637,1055,1139,2372,760,359,5044,666,1565,16649
"12/25/2021 18:00",1317,1712,628,1044,1128,2344,766,348,5056,665,1563,16571
"12/25/2021 19:00",1289,1682,621,1036,1103,2288,759,340,5015,662,1558,16353
"12/25/2021 20:00",1271,1667,638,1025,1085,2256,749,334,4968,656,1564,16213
"12/25/2021 21:00",1253,1632,643,1009,1064,2224,732,327,4912,650,1557,16003
"12/25/2021 22:00",1220,1584,631,974,1030,2156,708,312,4827,643,1533,15618
"12/25/2021 23:00",1188,1535,619,951,981,2049,693,297,4689,637,1497,15136
