"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"05/25/2021 00:00",1102,1368,500,882,796,1783,564,207,4548,512,1424,13686
"05/25/2021 01:00",1059,1327,470,848,759,1667,545,191,4303,507,1376,13052
"05/25/2021 02:00",1038,1296,453,831,739,1618,536,186,4186,504,1351,12738
"05/25/2021 03:00",1031,1285,448,825,729,1601,532,185,4127,502,1336,12601
"05/25/2021 04:00",1046,1305,453,839,735,1627,545,187,4123,506,1350,12716
"05/25/2021 05:00",1085,1359,468,880,760,1679,579,200,4242,517,1400,13169
"05/25/2021 06:00",1162,1461,519,948,814,1769,640,229,4559,542,1504,14147
"05/25/2021 07:00",1232,1542,573,1034,868,1879,684,255,4983,559,1621,15230
"05/25/2021 08:00",1240,1577,604,1079,888,1943,693,272,5309,562,1708,15875
"05/25/2021 09:00",1228,1602,622,1118,893,1974,702,280,5496,555,1760,16230
"05/25/2021 10:00",1229,1627,635,1167,900,2016,711,289,5598,554,1827,16553
"05/25/2021 11:00",1233,1655,649,1207,914,2046,719,290,5671,550,1868,16802
"05/25/2021 12:00",1257,1679,651,1244,926,2080,727,295,5712,552,1899,17022
"05/25/2021 13:00",1284,1718,654,1276,955,2117,728,298,5720,556,1935,17241
"05/25/2021 14:00",1314,1747,662,1296,983,2185,731,303,5752,559,1947,17479
"05/25/2021 15:00",1362,1777,674,1307,1025,2271,742,309,5818,565,1951,17801
"05/25/2021 16:00",1424,1807,688,1323,1067,2383,760,318,5913,568,1965,18216
"05/25/2021 17:00",1483,1852,702,1348,1119,2514,773,339,5960,581,1965,18636
"05/25/2021 18:00",1494,1879,698,1352,1146,2516,785,348,5788,591,1973,18570
"05/25/2021 19:00",1495,1877,682,1345,1147,2470,788,345,5674,599,1936,18358
"05/25/2021 20:00",1486,1856,674,1316,1136,2438,794,338,5613,601,1917,18169
"05/25/2021 21:00",1435,1805,646,1281,1086,2336,771,320,5494,591,1904,17669
"05/25/2021 22:00",1323,1675,597,1180,988,2145,714,283,5264,567,1795,16531
"05/25/2021 23:00",1222,1553,555,1088,898,1956,653,248,4978,540,1685,15376
"05/26/2021 00:00",1156,1475,517,1008,834,1789,591,217,4617,523,1582,14309
"05/26/2021 01:00",1106,1421,493,959,795,1685,566,204,4433,516,1526,13704
"05/26/2021 02:00",1074,1383,474,926,770,1633,550,197,4337,513,1486,13343
"05/26/2021 03:00",1062,1357,465,909,757,1616,544,191,4281,508,1462,13152
"05/26/2021 04:00",1075,1371,471,917,759,1642,551,191,4271,512,1460,13220
"05/26/2021 05:00",1119,1437,488,960,782,1705,589,203,4408,525,1494,13710
"05/26/2021 06:00",1213,1564,538,1030,839,1834,661,231,4787,552,1598,14847
"05/26/2021 07:00",1304,1673,604,1119,910,1997,722,258,5296,574,1722,16179
"05/26/2021 08:00",1335,1738,652,1181,954,2131,740,281,5718,575,1808,17113
"05/26/2021 09:00",1347,1786,689,1235,978,2231,746,299,6015,578,1858,17762
"05/26/2021 10:00",1381,1837,716,1291,1009,2321,755,314,6229,582,1908,18343
"05/26/2021 11:00",1420,1887,747,1337,1061,2412,769,321,6415,585,1950,18904
"05/26/2021 12:00",1474,1932,774,1366,1117,2463,785,336,6582,583,1952,19364
"05/26/2021 13:00",1520,1965,799,1367,1181,2523,786,350,6720,584,1963,19758
"05/26/2021 14:00",1560,1979,829,1350,1249,2619,789,370,6859,585,1938,20127
