"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"12/21/2021 00:00",1239,1654,595,997,979,2012,731,289,4829,652,1537,15514
"12/21/2021 01:00",1207,1610,569,968,945,1914,708,277,4641,642,1501,14982
"12/21/2021 02:00",1192,1592,548,954,928,1860,701,273,4529,636,1481,14694
"12/21/2021 03:00",1192,1587,541,953,922,1840,697,276,4486,632,1472,14598
"12/21/2021 04:00",1214,1615,551,973,936,1877,714,284,4514,633,1491,14802
"12/21/2021 05:00",1272,1705,574,1031,980,1988,754,302,4738,648,1552,15544
"12/21/2021 06:00",1376,1853,640,1125,1058,2174,843,326,5103,666,1655,16819
"12/21/2021 07:00",1467,1964,695,1200,1119,2314,903,352,5511,691,1739,17955
"12/21/2021 08:00",1483,1984,717,1221,1134,2338,916,357,5776,692,1771,18389
"12/21/2021 09:00",1454,1942,723,1210,1103,2303,898,351,5942,690,1779,18395
"12/21/2021 10:00",1428,1893,714,1196,1066,2243,872,343,5986,682,1776,18199
"12/21/2021 11:00",1392,1848,709,1178,1039,2209,848,335,6003,674,1759,17994
"12/21/2021 12:00",1351,1822,701,1155,1015,2183,832,329,6000,672,1745,17805
"12/21/2021 13:00",1341,1821,692,1156,1029,2189,823,327,5974,673,1750,17775
"12/21/2021 14:00",1359,1835,693,1159,1051,2211,828,332,5954,679,1739,17840
"12/21/2021 15:00",1415,1884,699,1183,1098,2298,857,337,5979,689,1730,18169
"12/21/2021 16:00",1522,1977,737,1241,1192,2517,926,364,6129,716,1778,19099
"12/21/2021 17:00",1614,2066,782,1309,1286,2760,977,400,6290,733,1880,20097
"12/21/2021 18:00",1623,2071,782,1303,1297,2793,981,404,6188,730,1880,20052
"12/21/2021 19:00",1599,2047,759,1287,1283,2743,969,398,6050,726,1871,19732
"12/21/2021 20:00",1552,1991,740,1246,1253,2672,940,384,5870,721,1835,19204
"12/21/2021 21:00",1477,1891,721,1188,1200,2554,887,367,5658,703,1778,18424
"12/21/2021 22:00",1384,1789,674,1110,1121,2356,829,340,5352,682,1698,17335
"12/21/2021 23:00",1299,1702,622,1045,1039,2140,778,309,5013,668,1607,16222
"12/22/2021 00:00",1245,1645,582,1008,974,1960,736,290,4741,660,1547,15388
"12/22/2021 01:00",1215,1597,555,977,939,1848,716,278,4555,652,1507,14839
"12/22/2021 02:00",1199,1580,532,960,918,1786,711,273,4437,646,1482,14524
"12/22/2021 03:00",1195,1578,526,957,910,1758,713,273,4388,637,1466,14401
"12/22/2021 04:00",1213,1605,533,976,920,1789,732,282,4412,640,1481,14583
"12/22/2021 05:00",1276,1694,549,1028,958,1882,777,297,4604,655,1535,15255
"12/22/2021 06:00",1374,1837,613,1114,1028,2049,865,314,4922,679,1633,16428
"12/22/2021 07:00",1461,1942,663,1190,1095,2217,924,344,5312,713,1717,17578
"12/22/2021 08:00",1470,1953,693,1218,1121,2317,934,358,5607,720,1754,18145
"12/22/2021 09:00",1437,1913,702,1216,1094,2342,914,356,5797,719,1772,18262
"12/22/2021 10:00",1402,1888,694,1215,1042,2301,888,346,5855,711,1790,18132
"12/22/2021 11:00",1374,1862,690,1200,1010,2256,871,337,5876,702,1785,17963
"12/22/2021 12:00",1345,1847,684,1180,981,2200,858,327,5873,695,1766,17756
"12/22/2021 13:00",1343,1854,675,1182,996,2180,848,326,5860,696,1767,17727
"12/22/2021 14:00",1371,1878,681,1189,1036,2199,849,335,5855,694,1764,17851
"12/22/2021 15:00",1425,1925,689,1219,1093,2288,869,341,5877,694,1756,18176
"12/22/2021 16:00",1519,2000,723,1268,1182,2497,923,365,6020,716,1800,19013
"12/22/2021 17:00",1595,2064,764,1321,1270,2753,970,399,6203,732,1898,19969
"12/22/2021 18:00",1595,2075,761,1311,1280,2796,975,403,6115,724,1891,19926
"12/22/2021 19:00",1575,2047,740,1289,1266,2743,958,397,5993,724,1880,19612
"12/22/2021 20:00",1533,1999,724,1249,1239,2669,932,383,5819,722,1851,19120
"12/22/2021 21:00",1464,1908,712,1199,1192,2560,885,371,5632,704,1801,18428
"12/22/2021 22:00",1380,1808,673,1127,1120,2386,831,348,5355,679,1729,17436
"12/22/2021 23:00",1300,1723,629,1065,1041,2188,783,319,5048,659,1637,16392
"12/23/2021 00:00",1246,1681,592,1027,979,2031,745,296,4811,655,1578,15641
"12/23/2021 01:00",1221,1644,566,1000,942,1928,730,286,4629,652,1538,15136
"12/23/2021 02:00",1209,1624,542,985,924,1872,730,281,4523,653,1511,14854
"12/23/2021 03:00",1208,1628,537,983,919,1848,734,285,4481,658,1499,14780
"12/23/2021 04:00",1233,1658,546,1001,933,1886,752,293,4515,662,1512,14991
"12/23/2021 05:00",1298,1750,564,1050,975,1995,796,312,4727,671,1570,15708
"12/23/2021 06:00",1393,1885,629,1133,1053,2163,878,333,5062,704,1666,16899
"12/23/2021 07:00",1482,1994,678,1208,1121,2298,934,359,5430,731,1742,17977
"12/23/2021 08:00",1483,2019,702,1234,1128,2312,945,369,5691,736,1789,18408
"12/23/2021 09:00",1439,1991,712,1226,1083,2274,917,366,5846,737,1815,18406
"12/23/2021 10:00",1406,1961,704,1214,1037,2203,895,357,5887,739,1833,18236
"12/23/2021 11:00",1373,1926,706,1195,1016,2157,870,352,5918,732,1829,18074
"12/23/2021 12:00",1349,1900,700,1171,997,2147,858,346,5916,720,1811,17915
"12/23/2021 13:00",1368,1895,690,1170,1021,2170,854,345,5903,716,1793,17925
"12/23/2021 14:00",1407,1909,695,1177,1065,2233,859,355,5914,713,1766,18093
"12/23/2021 15:00",1454,1933,703,1199,1122,2363,876,362,5940,720,1746,18418
"12/23/2021 16:00",1542,1994,735,1246,1214,2588,926,386,6073,741,1775,19220
"12/23/2021 17:00",1630,2062,770,1297,1303,2846,972,416,6224,750,1867,20137
"12/23/2021 18:00",1634,2075,762,1287,1309,2870,976,415,6119,745,1862,20054
"12/23/2021 19:00",1612,2040,737,1267,1295,2825,961,407,5978,746,1853,19721
"12/23/2021 20:00",1569,1986,723,1224,1267,2747,936,390,5800,740,1831,19213
"12/23/2021 21:00",1501,1904,717,1178,1218,2634,891,377,5612,720,1781,18533
"12/23/2021 22:00",1419,1805,681,1113,1147,2462,838,356,5358,698,1702,17579
"12/23/2021 23:00",1332,1722,637,1052,1066,2261,787,327,5072,678,1605,16539
"12/24/2021 00:00",1241,1626,597,978,1004,2073,717,297,4803,663,1513,15512
"12/24/2021 01:00",1210,1590,565,943,959,1948,702,282,4634,654,1464,14951
"12/24/2021 02:00",1194,1574,538,928,929,1878,699,276,4517,655,1431,14619
"12/24/2021 03:00",1186,1569,526,921,916,1842,694,278,4460,655,1415,14462
"12/24/2021 04:00",1184,1567,528,923,923,1852,700,278,4455,658,1419,14487
"12/24/2021 05:00",1211,1593,540,948,948,1916,712,286,4586,658,1438,14836
"12/24/2021 06:00",1253,1658,599,993,994,2034,754,295,4838,657,1482,15557
"12/24/2021 07:00",1317,1724,647,1040,1053,2161,787,326,5134,674,1530,16393
"12/24/2021 08:00",1364,1762,682,1067,1115,2225,814,355,5380,687,1555,17006
"12/24/2021 09:00",1397,1764,706,1069,1153,2322,822,372,5561,690,1576,17432
"12/24/2021 10:00",1417,1736,714,1056,1161,2292,813,371,5609,683,1584,17436
"12/24/2021 11:00",1395,1694,715,1038,1105,2270,802,367,5649,674,1566,17275
"12/24/2021 12:00",1357,1644,701,1013,1066,2240,771,359,5636,671,1541,16999
"12/24/2021 13:00",1286,1626,691,1000,1027,2245,727,358,5610,660,1515,16745
"12/24/2021 14:00",1303,1646,689,1001,1047,2261,730,361,5570,665,1510,16783
"12/24/2021 15:00",1319,1670,688,1024,1074,2315,744,359,5536,666,1505,16900
"12/24/2021 16:00",1350,1688,708,1049,1120,2457,768,370,5612,668,1513,17303
"12/24/2021 17:00",1356,1675,723,1058,1153,2580,767,380,5670,666,1553,17581
"12/24/2021 18:00",1310,1632,699,1019,1116,2492,749,365,5496,658,1512,17048
"12/24/2021 19:00",1277,1601,660,990,1083,2393,734,349,5345,658,1478,16568
"12/24/2021 20:00",1266,1599,648,975,1066,2305,733,332,5170,648,1471,16213
"12/24/2021 21:00",1264,1591,650,972,1062,2277,731,327,5021,638,1481,16014
"12/24/2021 22:00",1254,1575,649,958,1049,2249,722,329,4903,637,1482,15807
"12/24/2021 23:00",1229,1547,631,940,1012,2180,707,319,4784,636,1455,15440
"12/25/2021 00:00",1195,1483,626,906,952,1973,676,292,4542,658,1417,14720
"12/25/2021 01:00",1169,1435,577,879,909,1845,665,273,4423,655,1382,14212
"12/25/2021 02:00",1162,1409,520,861,886,1780,659,260,4353,650,1364,13904
"12/25/2021 03:00",1148,1393,449,852,876,1728,651,254,4338,644,1356,13689
"12/25/2021 04:00",1147,1398,434,851,877,1715,654,254,4313,645,1359,13647
"12/25/2021 05:00",1159,1415,441,862,888,1729,659,256,4325,648,1364,13746
"12/25/2021 06:00",1182,1455,515,889,914,1785,679,266,4323,645,1382,14035
"12/25/2021 07:00",1230,1542,546,929,958,1860,707,293,4385,657,1421,14528
"12/25/2021 08:00",1286,1614,560,961,1005,1945,736,324,4509,669,1451,15060
"12/25/2021 09:00",1311,1656,578,977,1025,2023,741,342,4633,674,1477,15437
