"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"03/25/2021 00:00",1011,1378,473,824,777,1616,570,228,4266,536,1353,13032
"03/25/2021 01:00",979,1342,454,797,744,1546,550,218,4078,535,1323,12566
"03/25/2021 02:00",965,1314,442,782,728,1504,540,215,3969,529,1306,12294
"03/25/2021 03:00",969,1312,436,787,723,1488,534,215,3915,527,1301,12207
"03/25/2021 04:00",993,1350,441,811,734,1522,550,220,3937,534,1323,12415
"03/25/2021 05:00",1065,1440,465,871,780,1629,607,237,4139,547,1387,13167
"03/25/2021 06:00",1178,1605,514,961,868,1795,697,269,4556,580,1496,14519
"03/25/2021 07:00",1249,1698,565,1025,929,1934,750,290,4974,603,1568,15585
"03/25/2021 08:00",1235,1701,592,1046,935,1979,753,297,5315,602,1602,16057
"03/25/2021 09:00",1184,1672,605,1030,910,1953,727,290,5477,597,1599,16044
"03/25/2021 10:00",1138,1631,612,1018,870,1890,705,287,5538,587,1602,15878
"03/25/2021 11:00",1106,1602,600,1011,841,1844,686,283,5561,584,1601,15719
"03/25/2021 12:00",1079,1580,591,997,811,1793,666,281,5560,580,1587,15525
"03/25/2021 13:00",1059,1565,580,991,792,1757,655,274,5543,577,1594,15387
"03/25/2021 14:00",1038,1547,578,972,783,1763,640,271,5516,573,1567,15248
"03/25/2021 15:00",1046,1531,578,965,801,1797,629,272,5505,573,1535,15232
"03/25/2021 16:00",1092,1536,588,971,849,1870,643,280,5532,574,1524,15459
"03/25/2021 17:00",1182,1600,604,1002,935,2014,674,297,5562,581,1537,15988
"03/25/2021 18:00",1231,1641,615,1018,980,2124,706,309,5461,579,1538,16202
"03/25/2021 19:00",1272,1683,620,1048,1028,2213,738,320,5460,602,1570,16554
"03/25/2021 20:00",1238,1666,613,1043,1009,2176,725,314,5321,604,1585,16294
"03/25/2021 21:00",1181,1594,583,988,961,2067,679,297,5128,581,1541,15600
