"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"05/21/2021 00:00",1135,1476,494,941,806,1759,601,214,4403,523,1547,13899
"05/21/2021 01:00",1080,1410,473,890,758,1657,568,202,4196,514,1468,13216
"05/21/2021 02:00",1046,1351,454,857,728,1593,546,195,4060,507,1421,12758
"05/21/2021 03:00",1028,1320,443,839,713,1568,530,191,3989,501,1391,12513
"05/21/2021 04:00",1039,1336,444,845,712,1590,539,192,3988,505,1397,12587
"05/21/2021 05:00",1075,1399,459,887,738,1652,576,204,4123,520,1445,13078
"05/21/2021 06:00",1158,1516,497,953,786,1754,646,230,4470,544,1527,14081
"05/21/2021 07:00",1237,1621,555,1039,840,1898,692,249,4932,568,1637,15268
"05/21/2021 08:00",1267,1661,595,1097,872,1982,709,264,5291,575,1736,16049
"05/21/2021 09:00",1272,1687,625,1150,887,2018,716,274,5512,576,1796,16513
"05/21/2021 10:00",1284,1729,646,1205,906,2055,726,281,5650,578,1854,16914
"05/21/2021 11:00",1286,1778,663,1262,942,2097,737,288,5771,574,1910,17308
"05/21/2021 12:00",1305,1838,676,1305,990,2135,751,297,5844,572,1942,17655
"05/21/2021 13:00",1336,1909,690,1340,1045,2184,763,309,5870,574,1979,17999
"05/21/2021 14:00",1369,1939,706,1360,1095,2240,778,325,5894,583,1991,18280
"05/21/2021 15:00",1415,1973,720,1368,1136,2296,793,338,5911,590,1987,18527
"05/21/2021 16:00",1475,2004,726,1375,1184,2372,811,348,5926,589,1986,18796
"05/21/2021 17:00",1532,2039,724,1374,1222,2463,826,353,5889,595,1972,18989
"05/21/2021 18:00",1553,2043,709,1363,1241,2473,833,351,5694,604,1935,18799
"05/21/2021 19:00",1535,2004,670,1323,1204,2423,829,329,5516,603,1877,18313
"05/21/2021 20:00",1516,1965,658,1283,1168,2402,825,323,5412,601,1828,17981
"05/21/2021 21:00",1468,1891,634,1244,1120,2303,792,307,5268,589,1815,17431
"05/21/2021 22:00",1371,1753,600,1145,1033,2132,734,273,5043,571,1716,16371
"05/21/2021 23:00",1271,1603,559,1038,936,1948,661,242,4781,549,1597,15185
"05/22/2021 00:00",1168,1471,504,948,845,1732,606,210,4431,521,1477,13913
"05/22/2021 01:00",1104,1396,483,886,794,1629,571,198,4243,521,1405,13230
"05/22/2021 02:00",1067,1336,459,847,760,1577,548,191,4122,514,1364,12785
"05/22/2021 03:00",1045,1304,446,830,739,1555,523,187,4040,506,1333,12508
"05/22/2021 04:00",1036,1300,445,823,724,1558,522,186,3995,503,1325,12417
"05/22/2021 05:00",1036,1302,446,828,721,1566,529,189,3998,503,1323,12441
"05/22/2021 06:00",1067,1346,446,845,740,1595,564,200,4145,513,1339,12800
"05/22/2021 07:00",1137,1418,483,896,786,1686,619,221,4381,541,1416,13584
"05/22/2021 08:00",1209,1488,533,960,841,1810,670,245,4660,559,1504,14479
"05/22/2021 09:00",1259,1551,570,1018,875,1906,698,262,4916,563,1573,15191
"05/22/2021 10:00",1303,1578,596,1072,915,1978,713,275,5166,567,1631,15794
"05/22/2021 11:00",1328,1616,625,1111,970,2066,716,295,5395,566,1667,16355
"05/22/2021 12:00",1347,1659,658,1144,1031,2137,720,308,5558,566,1679,16807
"05/22/2021 13:00",1374,1692,684,1146,1098,2202,723,324,5652,568,1683,17146
"05/22/2021 14:00",1395,1694,704,1128,1148,2277,707,340,5735,569,1675,17372
"05/22/2021 15:00",1398,1706,727,1128,1176,2360,710,357,5787,568,1674,17591
"05/22/2021 16:00",1416,1734,739,1149,1222,2414,719,368,5814,569,1689,17833
"05/22/2021 17:00",1443,1759,754,1163,1245,2466,728,376,5818,571,1699,18022
"05/22/2021 18:00",1454,1748,754,1165,1254,2403,724,368,5759,577,1684,17890
"05/22/2021 19:00",1434,1736,724,1152,1212,2343,721,342,5659,576,1642,17541
"05/22/2021 20:00",1436,1736,721,1128,1191,2301,728,336,5620,583,1619,17399
"05/22/2021 21:00",1402,1706,706,1110,1148,2231,714,337,5587,577,1624,17142
"05/22/2021 22:00",1323,1603,674,1036,1068,2105,664,315,5468,559,1541,16356
"05/22/2021 23:00",1238,1493,634,953,969,1962,613,291,5270,535,1458,15416
"05/23/2021 00:00",1171,1449,581,919,891,1792,578,238,4953,518,1413,14503
"05/23/2021 01:00",1112,1389,552,869,827,1718,549,218,4754,516,1359,13863
"05/23/2021 02:00",1073,1335,521,837,785,1662,529,205,4582,511,1328,13368
"05/23/2021 03:00",1051,1302,499,822,760,1632,511,194,4458,502,1304,13035
"05/23/2021 04:00",1043,1290,492,814,741,1625,510,190,4372,499,1294,12870
"05/23/2021 05:00",1036,1283,487,807,728,1615,513,191,4340,500,1279,12779
"05/23/2021 06:00",1053,1309,473,808,729,1592,535,201,4416,508,1273,12897
"05/23/2021 07:00",1113,1367,501,848,767,1633,578,221,4602,536,1325,13491
"05/23/2021 08:00",1179,1432,548,901,824,1741,626,249,4884,545,1392,14321
"05/23/2021 09:00",1235,1490,599,956,879,1862,654,275,5187,548,1463,15148
"05/23/2021 10:00",1273,1524,645,1005,944,1996,667,298,5511,552,1520,15935
"05/23/2021 11:00",1313,1581,691,1060,1024,2198,675,324,5830,554,1567,16817
"05/23/2021 12:00",1336,1640,742,1104,1096,2372,677,345,6080,553,1595,17540
"05/23/2021 13:00",1364,1678,785,1126,1162,2557,680,370,6241,558,1613,18134
"05/23/2021 14:00",1387,1685,812,1125,1219,2714,671,385,6383,557,1618,18556
"05/23/2021 15:00",1408,1710,847,1130,1262,2844,679,404,6503,554,1628,18969
"05/23/2021 16:00",1442,1748,868,1149,1326,2921,696,417,6565,556,1658,19346
"05/23/2021 17:00",1469,1775,884,1159,1359,2961,710,429,6559,560,1675,19540
"05/23/2021 18:00",1452,1754,872,1135,1348,2911,700,414,6468,573,1653,19280
"05/23/2021 19:00",1422,1732,842,1114,1317,2802,695,393,6327,580,1613,18837
"05/23/2021 20:00",1395,1705,843,1090,1288,2784,689,388,6334,578,1575,18669
"05/23/2021 21:00",1333,1646,819,1056,1208,2699,659,377,6297,570,1559,18223
"05/23/2021 22:00",1228,1517,758,971,1087,2493,597,339,6095,548,1468,17101
"05/23/2021 23:00",1133,1406,688,887,965,2255,549,303,5758,525,1398,15867
"05/24/2021 00:00",1059,1356,610,828,884,2062,524,260,5345,510,1369,14807
"05/24/2021 01:00",1004,1303,558,796,811,1916,499,229,4998,504,1332,13950
"05/24/2021 02:00",973,1257,516,775,758,1792,484,209,4755,503,1305,13327
"05/24/2021 03:00",963,1237,489,768,727,1717,476,194,4598,503,1289,12961
"05/24/2021 04:00",987,1270,478,786,716,1710,494,186,4518,511,1309,12965
"05/24/2021 05:00",1047,1341,484,835,734,1754,536,196,4589,523,1359,13398
"05/24/2021 06:00",1152,1466,523,901,787,1853,607,224,4874,543,1453,14383
"05/24/2021 07:00",1238,1579,584,979,845,2018,658,253,5296,565,1562,15577
"05/24/2021 08:00",1248,1611,613,1013,870,2113,670,275,5607,558,1636,16214
"05/24/2021 09:00",1239,1625,634,1034,878,2143,667,288,5791,550,1667,16516
