"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"03/26/2021 00:00",993,1334,464,824,773,1596,545,222,4259,523,1363,12896
"03/26/2021 01:00",964,1302,449,794,740,1518,529,211,4072,525,1324,12428
"03/26/2021 02:00",951,1281,437,780,722,1475,519,206,3961,525,1300,12157
"03/26/2021 03:00",953,1278,431,782,716,1460,514,206,3905,518,1293,12056
"03/26/2021 04:00",974,1314,433,807,727,1490,529,211,3924,520,1313,12242
"03/26/2021 05:00",1032,1397,450,868,770,1591,577,227,4119,533,1377,12941
"03/26/2021 06:00",1125,1547,489,955,845,1754,644,260,4521,556,1490,14186
"03/26/2021 07:00",1197,1646,536,1021,904,1914,695,287,4933,581,1581,15295
"03/26/2021 08:00",1204,1664,568,1047,921,2004,706,302,5267,587,1621,15891
"03/26/2021 09:00",1185,1645,589,1047,921,2006,691,309,5464,588,1642,16087
"03/26/2021 10:00",1160,1628,600,1056,896,1959,670,307,5548,586,1673,16083
"03/26/2021 11:00",1122,1609,592,1058,857,1912,656,306,5580,588,1693,15973
"03/26/2021 12:00",1081,1584,576,1051,809,1863,641,300,5579,578,1687,15749
"03/26/2021 13:00",1046,1562,555,1034,784,1827,628,292,5571,576,1695,15570
"03/26/2021 14:00",1016,1527,545,1014,763,1794,603,286,5546,572,1666,15332
"03/26/2021 15:00",1004,1498,544,1007,769,1777,585,287,5538,567,1626,15202
"03/26/2021 16:00",1035,1489,550,1005,812,1814,590,290,5549,565,1617,15316
"03/26/2021 17:00",1105,1539,559,1035,889,1948,614,303,5554,571,1631,15748
"03/26/2021 18:00",1151,1576,568,1034,946,2071,644,313,5447,576,1629,15955
"03/26/2021 19:00",1171,1609,569,1059,980,2171,674,322,5394,592,1652,16193
"03/26/2021 20:00",1141,1594,566,1057,962,2142,664,316,5271,602,1665,15980
"03/26/2021 21:00",1106,1536,550,1005,931,2049,638,302,5104,589,1614,15424
"03/26/2021 22:00",1063,1465,517,939,878,1923,605,282,4871,576,1543,14662
"03/26/2021 23:00",1020,1395,492,881,821,1778,570,259,4592,554,1465,13827
"03/27/2021 00:00",984,1398,469,851,765,1644,560,233,4297,538,1382,13121
"03/27/2021 01:00",957,1378,452,826,732,1556,549,223,4094,539,1345,12651
"03/27/2021 02:00",942,1365,438,809,714,1511,541,219,3959,539,1321,12358
"03/27/2021 03:00",944,1362,430,812,706,1483,545,217,3871,538,1313,12221
"03/27/2021 04:00",962,1375,430,827,715,1498,555,219,3847,535,1327,12290
"03/27/2021 05:00",994,1411,438,856,740,1539,583,226,3904,546,1358,12595
"03/27/2021 06:00",1046,1471,454,908,790,1626,624,239,4042,558,1410,13168
"03/27/2021 07:00",1100,1526,471,950,823,1698,659,258,4219,589,1455,13748
"03/27/2021 08:00",1119,1554,490,977,822,1715,669,270,4431,606,1500,14153
"03/27/2021 09:00",1086,1531,498,972,784,1681,660,272,4593,610,1513,14200
"03/27/2021 10:00",1041,1492,498,962,735,1621,642,269,4713,607,1513,14093
"03/27/2021 11:00",1009,1453,497,945,701,1556,621,268,4781,607,1495,13933
"03/27/2021 12:00",968,1416,489,920,670,1511,596,262,4797,597,1463,13689
"03/27/2021 13:00",926,1375,478,889,650,1473,573,256,4769,592,1433,13414
"03/27/2021 14:00",900,1337,474,866,639,1461,553,252,4738,583,1406,13209
"03/27/2021 15:00",892,1319,468,855,659,1487,542,250,4714,581,1375,13142
"03/27/2021 16:00",927,1330,472,864,710,1564,550,251,4721,581,1376,13346
"03/27/2021 17:00",1021,1390,493,901,798,1710,581,268,4777,589,1399,13927
"03/27/2021 18:00",1108,1452,509,951,861,1858,622,279,4832,591,1435,14498
"03/27/2021 19:00",1148,1494,533,979,922,1984,660,292,4926,609,1461,15008
"03/27/2021 20:00",1140,1525,537,1004,927,1995,670,294,4896,613,1502,15103
"03/27/2021 21:00",1108,1487,530,970,906,1937,644,283,4822,598,1481,14766
"03/27/2021 22:00",1064,1443,511,920,857,1842,607,268,4658,585,1429,14184
"03/27/2021 23:00",1017,1395,490,870,806,1727,576,254,4440,566,1372,13513
"03/28/2021 00:00",986,1363,471,824,762,1629,548,231,4259,546,1321,12940
"03/28/2021 01:00",954,1328,452,797,728,1547,530,218,4074,540,1284,12452
"03/28/2021 02:00",937,1310,438,779,707,1502,516,212,3943,536,1266,12146
"03/28/2021 03:00",936,1306,428,780,697,1477,517,210,3866,535,1254,12006
"03/28/2021 04:00",950,1312,426,789,703,1485,521,211,3827,538,1260,12022
"03/28/2021 05:00",976,1335,431,806,724,1513,540,216,3868,543,1277,12229
"03/28/2021 06:00",1018,1385,442,840,765,1559,564,228,3962,553,1303,12619
"03/28/2021 07:00",1060,1428,455,868,799,1606,591,243,4074,576,1323,13023
"03/28/2021 08:00",1099,1475,484,904,839,1680,636,262,4293,601,1369,13642
"03/28/2021 09:00",1115,1483,518,912,871,1755,644,277,4501,604,1394,14074
"03/28/2021 10:00",1130,1478,539,928,886,1807,643,286,4688,604,1415,14404
"03/28/2021 11:00",1152,1482,558,937,898,1832,640,293,4815,600,1429,14636
"03/28/2021 12:00",1155,1478,563,938,912,1854,635,293,4883,594,1435,14740
"03/28/2021 13:00",1134,1452,561,926,887,1850,619,291,4903,585,1430,14638
"03/28/2021 14:00",1107,1416,552,911,856,1835,600,285,4890,580,1405,14437
"03/28/2021 15:00",1095,1393,535,903,835,1818,583,279,4863,577,1378,14259
"03/28/2021 16:00",1082,1397,531,912,841,1825,579,278,4851,584,1385,14265
"03/28/2021 17:00",1123,1458,537,946,893,1901,610,286,4884,602,1420,14660
"03/28/2021 18:00",1181,1518,554,984,943,1993,648,297,4952,603,1448,15121
"03/28/2021 19:00",1226,1589,574,1026,994,2099,689,312,5063,614,1491,15677
"03/28/2021 20:00",1194,1601,576,1039,981,2084,676,311,5024,612,1528,15626
"03/28/2021 21:00",1129,1534,556,994,933,1987,634,293,4921,595,1496,15072
"03/28/2021 22:00",1056,1468,520,938,865,1845,590,267,4696,575,1445,14265
"03/28/2021 23:00",992,1418,485,890,803,1696,559,244,4405,553,1402,13447
"03/29/2021 00:00",982,1393,458,853,770,1584,555,214,4175,544,1370,12898
"03/29/2021 01:00",959,1378,443,836,742,1515,551,207,3999,547,1351,12528
"03/29/2021 02:00",952,1372,435,833,731,1481,550,205,3890,550,1341,12340
"03/29/2021 03:00",962,1386,427,843,731,1475,557,206,3837,554,1347,12325
"03/29/2021 04:00",996,1434,433,879,748,1518,589,215,3870,561,1377,12620
"03/29/2021 05:00",1085,1531,457,951,809,1635,659,237,4092,578,1461,13495
"03/29/2021 06:00",1224,1702,505,1053,901,1812,755,274,4511,615,1592,14944
"03/29/2021 07:00",1313,1799,554,1122,970,1956,814,302,4936,647,1675,16088
"03/29/2021 08:00",1306,1796,579,1137,973,1980,823,310,5273,649,1712,16538
"03/29/2021 09:00",1248,1751,586,1114,933,1906,795,303,5441,643,1716,16436
"03/29/2021 10:00",1186,1715,593,1093,884,1801,769,298,5497,633,1711,16180
"03/29/2021 11:00",1147,1687,579,1076,840,1720,740,296,5522,627,1696,15930
"03/29/2021 12:00",1106,1652,563,1053,800,1661,714,289,5505,616,1662,15621
"03/29/2021 13:00",1075,1623,547,1029,779,1638,695,281,5486,611,1648,15412
"03/29/2021 14:00",1043,1583,540,1004,761,1629,667,278,5454,607,1590,15156
"03/29/2021 15:00",1040,1568,542,1000,780,1665,651,280,5441,604,1551,15122
"03/29/2021 16:00",1103,1590,554,1004,842,1767,671,290,5480,613,1548,15462
"03/29/2021 17:00",1231,1648,573,1043,946,1969,716,313,5543,624,1571,16177
"03/29/2021 18:00",1327,1707,599,1075,1029,2157,763,335,5504,628,1594,16718
"03/29/2021 19:00",1365,1744,608,1108,1077,2279,799,349,5510,640,1625,17104
"03/29/2021 20:00",1329,1746,610,1126,1063,2254,799,346,5384,645,1673,16975
"03/29/2021 21:00",1268,1681,587,1073,1017,2145,762,327,5205,630,1632,16327
"03/29/2021 22:00",1186,1593,538,1000,944,1989,709,299,4917,607,1560,15342
"03/29/2021 23:00",1112,1520,507,945,880,1822,659,273,4599,585,1484,14386
"03/30/2021 00:00",1075,1506,489,909,838,1712,626,243,4349,573,1443,13763
"03/30/2021 01:00",1048,1483,475,884,809,1647,612,235,4179,574,1415,13361
"03/30/2021 02:00",1039,1468,466,875,798,1612,608,233,4075,573,1400,13147
"03/30/2021 03:00",1048,1470,458,879,798,1607,607,236,4025,574,1397,13099
"03/30/2021 04:00",1083,1506,464,909,816,1652,631,245,4052,582,1422,13362
"03/30/2021 05:00",1168,1589,484,969,879,1769,688,267,4258,596,1496,14163
"03/30/2021 06:00",1299,1735,530,1053,969,1929,774,302,4637,623,1613,15464
"03/30/2021 07:00",1365,1805,568,1105,1021,2050,815,324,5016,645,1678,16392
"03/30/2021 08:00",1316,1776,586,1113,1003,2043,810,325,5293,641,1690,16596
"03/30/2021 09:00",1209,1709,587,1076,940,1952,761,311,5421,630,1660,16256
"03/30/2021 10:00",1118,1652,589,1045,873,1830,722,303,5441,616,1635,15824
"03/30/2021 11:00",1069,1610,572,1026,827,1739,690,295,5437,607,1612,15484
"03/30/2021 12:00",1030,1571,554,1000,791,1682,662,285,5410,599,1585,15169
"03/30/2021 13:00",1004,1545,537,983,773,1656,645,278,5378,590,1581,14970
"03/30/2021 14:00",985,1515,530,960,766,1662,622,273,5340,586,1546,14785
"03/30/2021 15:00",993,1497,532,955,787,1710,609,275,5332,576,1508,14774
"03/30/2021 16:00",1058,1508,543,960,844,1810,625,285,5361,567,1506,15067
"03/30/2021 17:00",1181,1573,561,1006,941,1996,671,307,5415,575,1537,15763
"03/30/2021 18:00",1273,1635,584,1035,1019,2158,719,329,5384,581,1548,16265
"03/30/2021 19:00",1310,1671,591,1066,1065,2259,751,343,5393,605,1591,16645
"03/30/2021 20:00",1284,1674,591,1080,1055,2238,744,338,5293,614,1626,16537
"03/30/2021 21:00",1221,1609,571,1028,1011,2136,703,319,5125,598,1574,15895
"03/30/2021 22:00",1139,1526,523,959,935,1981,650,289,4853,581,1506,14942
"03/30/2021 23:00",1065,1451,493,908,865,1810,606,262,4541,561,1437,13999
"03/31/2021 00:00",1047,1428,480,878,820,1670,597,236,4302,560,1410,13428
"03/31/2021 01:00",1020,1397,466,854,791,1597,584,229,4125,565,1388,13016
"03/31/2021 02:00",1007,1377,460,843,777,1559,575,227,4018,562,1375,12780
"03/31/2021 03:00",1011,1380,452,848,776,1551,573,228,3968,558,1371,12716
"03/31/2021 04:00",1043,1416,457,878,791,1588,595,235,3989,566,1388,12946
"03/31/2021 05:00",1124,1516,476,942,848,1696,649,255,4189,577,1455,13727
"03/31/2021 06:00",1258,1678,518,1030,936,1860,731,290,4580,603,1561,15045
"03/31/2021 07:00",1331,1760,559,1087,993,1993,776,314,4973,627,1622,16035
