"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"10/13/2021 00:00",1040,1382,487,959,782,1714,539,223,4497,527,1447,13597
"10/13/2021 01:00",1008,1345,464,915,753,1635,519,213,4322,523,1388,13085
"10/13/2021 02:00",987,1310,450,890,734,1583,507,208,4204,519,1352,12744
"10/13/2021 03:00",980,1298,442,876,727,1562,504,206,4146,518,1328,12587
"10/13/2021 04:00",997,1326,445,887,733,1589,515,211,4156,526,1337,12722
"10/13/2021 05:00",1056,1413,472,939,774,1686,565,226,4367,539,1402,13439
"10/13/2021 06:00",1173,1575,530,1038,852,1873,661,259,4845,563,1526,14895
"10/13/2021 07:00",1236,1683,580,1107,897,1971,712,284,5304,584,1617,15975
"10/13/2021 08:00",1227,1674,603,1120,903,2004,718,285,5598,590,1650,16372
"10/13/2021 09:00",1206,1660,616,1138,890,1994,714,285,5799,588,1672,16562
"10/13/2021 10:00",1195,1670,628,1156,891,1995,723,288,5902,585,1705,16738
"10/13/2021 11:00",1201,1674,634,1173,903,2020,728,292,5989,583,1731,16928
"10/13/2021 12:00",1214,1676,646,1187,926,2054,722,296,6067,586,1741,17115
"10/13/2021 13:00",1215,1696,652,1205,936,2139,713,304,6153,590,1769,17372
"10/13/2021 14:00",1231,1705,655,1206,943,2258,706,310,6196,589,1769,17568
"10/13/2021 15:00",1265,1722,661,1208,969,2353,699,316,6257,588,1748,17786
"10/13/2021 16:00",1313,1757,668,1206,1010,2439,707,322,6313,594,1739,18068
"10/13/2021 17:00",1382,1780,668,1201,1056,2493,743,333,6309,604,1719,18288
"10/13/2021 18:00",1454,1836,690,1228,1121,2625,796,356,6234,616,1719,18675
"10/13/2021 19:00",1437,1831,684,1225,1119,2588,795,353,6084,621,1722,18459
"10/13/2021 20:00",1379,1761,663,1180,1074,2495,751,339,5907,610,1671,17830
"10/13/2021 21:00",1301,1659,634,1109,1008,2356,694,317,5686,589,1603,16956
"10/13/2021 22:00",1208,1557,588,1027,932,2168,636,287,5377,569,1519,15868
"10/13/2021 23:00",1131,1461,541,957,865,1975,582,253,5021,551,1428,14765
"10/14/2021 00:00",1065,1387,504,926,806,1779,540,227,4730,537,1383,13884
"10/14/2021 01:00",1036,1348,481,892,774,1684,518,215,4519,532,1348,13347
"10/14/2021 02:00",1016,1309,466,870,752,1628,506,210,4380,526,1323,12986
"10/14/2021 03:00",1009,1296,456,857,742,1603,505,207,4301,525,1303,12804
"10/14/2021 04:00",1025,1322,458,866,746,1626,517,212,4295,532,1317,12916
"10/14/2021 05:00",1081,1409,485,914,784,1718,569,227,4491,546,1381,13605
"10/14/2021 06:00",1199,1579,550,1010,872,1906,669,262,4974,575,1501,15097
"10/14/2021 07:00",1260,1685,603,1073,921,2009,718,287,5436,597,1580,16169
"10/14/2021 08:00",1251,1683,625,1085,928,2052,731,286,5731,605,1607,16584
"10/14/2021 09:00",1223,1669,639,1094,904,2070,729,285,5941,603,1630,16787
"10/14/2021 10:00",1222,1665,649,1102,892,2084,736,288,6067,600,1655,16960
"10/14/2021 11:00",1237,1666,658,1112,901,2131,739,291,6188,596,1676,17195
"10/14/2021 12:00",1262,1666,670,1129,923,2190,739,294,6284,597,1695,17449
"10/14/2021 13:00",1282,1678,678,1151,951,2277,738,300,6377,597,1735,17764
"10/14/2021 14:00",1307,1684,683,1163,969,2390,732,308,6427,596,1749,18008
"10/14/2021 15:00",1329,1701,690,1177,997,2474,725,316,6493,597,1744,18243
"10/14/2021 16:00",1360,1729,695,1188,1036,2552,728,320,6543,601,1751,18503
"10/14/2021 17:00",1406,1753,686,1198,1065,2596,744,326,6518,609,1755,18656
"10/14/2021 18:00",1464,1806,709,1229,1132,2719,787,348,6386,617,1774,18971
"10/14/2021 19:00",1431,1803,696,1228,1115,2678,785,342,6225,619,1778,18700
"10/14/2021 20:00",1368,1744,674,1186,1068,2577,741,328,5995,610,1732,18023
"10/14/2021 21:00",1293,1640,645,1126,1005,2434,689,309,5748,588,1674,17151
"10/14/2021 22:00",1202,1537,596,1051,927,2238,635,281,5425,573,1597,16062
"10/14/2021 23:00",1123,1443,546,987,855,2028,578,249,5086,559,1509,14963
"10/15/2021 00:00",1076,1395,514,942,809,1853,543,228,4838,545,1431,14174
"10/15/2021 01:00",1039,1357,491,903,775,1747,525,217,4604,538,1382,13578
"10/15/2021 02:00",1018,1328,476,883,755,1676,514,212,4445,530,1354,13191
"10/15/2021 03:00",1012,1318,466,871,744,1642,512,210,4356,529,1335,12995
"10/15/2021 04:00",1027,1347,466,880,748,1659,519,212,4348,532,1342,13080
"10/15/2021 05:00",1085,1425,490,924,782,1745,559,224,4549,544,1395,13722
"10/15/2021 06:00",1198,1576,547,1012,862,1931,640,255,5030,574,1503,15128
"10/15/2021 07:00",1275,1691,597,1077,915,2044,688,279,5500,601,1585,16252
"10/15/2021 08:00",1277,1703,619,1097,931,2106,698,285,5808,608,1620,16752
"10/15/2021 09:00",1252,1709,637,1111,929,2142,692,289,6046,606,1639,17052
"10/15/2021 10:00",1238,1713,650,1120,941,2168,694,293,6197,603,1658,17275
"10/15/2021 11:00",1242,1720,659,1129,961,2221,693,297,6341,597,1670,17530
"10/15/2021 12:00",1260,1721,671,1129,983,2284,690,302,6444,596,1671,17751
"10/15/2021 13:00",1276,1729,679,1130,1008,2369,685,309,6556,597,1689,18027
"10/15/2021 14:00",1292,1723,685,1120,1018,2460,679,317,6624,594,1683,18195
"10/15/2021 15:00",1310,1722,694,1115,1042,2523,675,324,6696,594,1657,18352
"10/15/2021 16:00",1339,1745,698,1113,1071,2590,678,329,6736,600,1650,18549
"10/15/2021 17:00",1373,1753,687,1112,1097,2616,699,330,6688,601,1643,18599
"10/15/2021 18:00",1426,1780,711,1135,1149,2738,733,349,6568,609,1651,18849
"10/15/2021 19:00",1389,1759,690,1130,1123,2662,722,339,6349,610,1660,18433
"10/15/2021 20:00",1335,1695,669,1092,1075,2560,686,328,6135,602,1619,17796
"10/15/2021 21:00",1282,1619,653,1046,1026,2449,653,314,5932,585,1573,17132
"10/15/2021 22:00",1214,1540,620,989,968,2307,618,295,5681,571,1514,16317
"10/15/2021 23:00",1144,1459,576,931,906,2132,572,267,5382,553,1439,15361
"10/16/2021 00:00",1073,1390,535,892,827,1961,533,247,5081,535,1372,14446
"10/16/2021 01:00",1034,1360,504,862,785,1826,513,229,4842,533,1327,13815
"10/16/2021 02:00",1018,1333,487,842,754,1747,501,224,4668,530,1299,13403
"10/16/2021 03:00",1008,1314,467,831,735,1697,498,224,4556,529,1281,13140
"10/16/2021 04:00",1010,1309,459,828,728,1684,496,232,4496,529,1279,13050
"10/16/2021 05:00",1028,1345,466,841,740,1706,514,234,4523,532,1295,13224
"10/16/2021 06:00",1072,1411,491,876,779,1787,553,251,4675,533,1324,13752
"10/16/2021 07:00",1129,1490,522,920,828,1866,594,274,4892,555,1373,14443
"10/16/2021 08:00",1170,1532,559,955,879,1967,627,286,5136,577,1419,15107
"10/16/2021 09:00",1195,1549,593,981,906,2055,648,300,5384,582,1467,15660
"10/16/2021 10:00",1205,1548,623,1004,936,2140,653,313,5621,584,1493,16120
"10/16/2021 11:00",1210,1571,642,1017,970,2203,650,323,5745,587,1498,16416
"10/16/2021 12:00",1226,1568,652,1005,980,2234,653,331,5843,585,1491,16568
"10/16/2021 13:00",1216,1560,652,997,989,2287,642,335,5891,590,1473,16632
"10/16/2021 14:00",1234,1534,653,987,992,2327,640,337,5929,587,1466,16686
"10/16/2021 15:00",1250,1533,654,983,994,2354,639,330,5928,586,1436,16687
"10/16/2021 16:00",1280,1534,651,981,1013,2418,646,335,5897,590,1441,16786
"10/16/2021 17:00",1316,1543,643,989,1035,2460,660,334,5889,596,1452,16917
"10/16/2021 18:00",1357,1581,658,1022,1076,2544,682,343,5891,603,1481,17238
"10/16/2021 19:00",1325,1561,654,1025,1064,2539,667,337,5810,601,1507,17090
"10/16/2021 20:00",1275,1510,649,1001,1034,2467,639,320,5707,587,1479,16668
"10/16/2021 21:00",1230,1443,632,969,985,2371,607,304,5564,573,1436,16114
"10/16/2021 22:00",1174,1383,599,926,923,2243,572,290,5364,562,1391,15427
"10/16/2021 23:00",1108,1340,562,879,862,2082,531,266,5139,551,1337,14657
"10/17/2021 00:00",1050,1300,518,838,804,1932,510,245,4851,539,1277,13864
"10/17/2021 01:00",1013,1277,486,808,763,1806,491,226,4630,535,1240,13275
"10/17/2021 02:00",994,1254,465,789,729,1702,478,216,4418,532,1221,12798
"10/17/2021 03:00",983,1240,442,777,708,1632,475,215,4265,530,1209,12476
"10/17/2021 04:00",984,1232,432,771,698,1601,471,219,4165,531,1208,12312
"10/17/2021 05:00",995,1255,433,777,703,1598,484,216,4146,535,1211,12353
"10/17/2021 06:00",1023,1295,444,799,720,1622,511,227,4198,540,1231,12610
"10/17/2021 07:00",1060,1351,458,831,746,1625,543,246,4299,555,1248,12962
"10/17/2021 08:00",1069,1362,476,849,752,1643,560,262,4428,566,1263,13230
"10/17/2021 09:00",1063,1340,492,856,737,1650,561,275,4583,568,1284,13409
"10/17/2021 10:00",1047,1324,509,863,727,1666,543,284,4730,567,1287,13547
"10/17/2021 11:00",1049,1335,520,881,745,1661,526,290,4798,565,1295,13665
"10/17/2021 12:00",1061,1348,526,897,750,1678,523,289,4858,565,1303,13798
"10/17/2021 13:00",1049,1359,527,904,759,1740,510,287,4917,565,1308,13925
"10/17/2021 14:00",1065,1357,530,915,777,1800,513,285,4968,563,1327,14100
"10/17/2021 15:00",1093,1402,537,937,810,1875,534,283,4995,566,1331,14363
"10/17/2021 16:00",1160,1461,547,967,870,1998,575,292,5024,579,1374,14847
"10/17/2021 17:00",1248,1529,551,999,940,2108,630,302,5087,593,1415,15402
"10/17/2021 18:00",1335,1598,593,1036,1023,2236,680,331,5227,607,1455,16121
"10/17/2021 19:00",1330,1624,599,1054,1026,2268,682,329,5228,609,1499,16248
"10/17/2021 20:00",1290,1569,602,1032,1005,2209,654,316,5202,596,1488,15963
"10/17/2021 21:00",1224,1487,582,992,942,2084,612,292,5076,580,1439,15310
"10/17/2021 22:00",1148,1413,542,940,867,1921,569,267,4845,570,1390,14472
"10/17/2021 23:00",1076,1381,500,892,798,1739,531,237,4535,558,1347,13594
"10/18/2021 00:00",1027,1320,472,850,757,1637,505,215,4357,537,1293,12970
"10/18/2021 01:00",996,1289,447,818,725,1546,487,203,4134,534,1262,12441
"10/18/2021 02:00",985,1268,436,804,711,1510,480,199,4025,530,1247,12195
"10/18/2021 03:00",987,1265,431,800,711,1501,485,197,3977,531,1236,12121
"10/18/2021 04:00",1010,1306,437,818,722,1534,497,205,3996,544,1259,12328
"10/18/2021 05:00",1077,1407,465,879,770,1633,554,224,4207,559,1330,13105
"10/18/2021 06:00",1207,1588,520,986,859,1814,656,259,4648,584,1458,14579
"10/18/2021 07:00",1280,1706,568,1063,910,1891,705,284,5071,611,1546,15635
"10/18/2021 08:00",1234,1673,576,1068,877,1862,680,280,5279,617,1554,15700
"10/18/2021 09:00",1171,1621,577,1068,818,1803,644,274,5407,613,1558,15554
"10/18/2021 10:00",1132,1601,578,1069,793,1770,629,273,5458,607,1566,15476
"10/18/2021 11:00",1125,1587,576,1074,794,1740,611,272,5488,599,1566,15432
"10/18/2021 12:00",1135,1575,581,1073,805,1755,606,270,5515,600,1556,15471
"10/18/2021 13:00",1131,1574,581,1076,815,1806,610,273,5548,600,1566,15580
"10/18/2021 14:00",1143,1564,581,1074,824,1884,615,276,5565,593,1563,15682
"10/18/2021 15:00",1177,1568,588,1075,854,1974,622,280,5613,595,1544,15890
"10/18/2021 16:00",1234,1608,598,1083,907,2091,648,287,5662,601,1552,16271
