"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"04/06/2021 00:00",1018,1413,438,851,780,1643,610,235,4178,540,1378,13084
"04/06/2021 01:00",997,1401,424,832,754,1582,599,229,4016,544,1355,12733
"04/06/2021 02:00",990,1382,416,822,745,1544,595,226,3910,544,1349,12523
"04/06/2021 03:00",999,1388,412,827,746,1536,602,227,3862,542,1349,12490
"04/06/2021 04:00",1029,1431,417,852,760,1569,620,234,3875,556,1375,12718
"04/06/2021 05:00",1096,1520,438,908,799,1646,667,248,4037,569,1434,13362
"04/06/2021 06:00",1189,1662,482,978,860,1759,745,278,4376,598,1526,14453
"04/06/2021 07:00",1238,1721,512,1009,885,1812,771,298,4704,624,1577,15151
"04/06/2021 08:00",1203,1696,522,1006,872,1772,753,298,4918,621,1577,15238
"04/06/2021 09:00",1128,1635,522,967,821,1691,713,291,5030,608,1554,14960
"04/06/2021 10:00",1070,1580,512,944,768,1608,684,287,5069,591,1542,14655
"04/06/2021 11:00",1037,1537,515,935,734,1571,661,283,5112,583,1527,14495
"04/06/2021 12:00",1010,1508,516,922,710,1536,641,279,5119,578,1512,14331
"04/06/2021 13:00",995,1495,514,925,713,1525,623,272,5109,572,1520,14263
"04/06/2021 14:00",990,1473,508,925,710,1531,605,266,5078,568,1520,14174
"04/06/2021 15:00",1001,1458,512,916,724,1573,592,266,5093,566,1502,14203
"04/06/2021 16:00",1058,1492,521,918,774,1689,605,272,5142,562,1503,14536
"04/06/2021 17:00",1128,1533,533,934,841,1835,639,287,5164,572,1498,14964
"04/06/2021 18:00",1186,1581,539,947,908,1960,672,302,5064,574,1490,15223
"04/06/2021 19:00",1250,1631,553,976,961,2073,709,315,5085,585,1511,15649
"04/06/2021 20:00",1266,1648,566,1006,989,2117,726,320,5091,595,1551,15875
"04/06/2021 21:00",1206,1587,540,968,944,2021,695,305,4940,573,1523,15302
"04/06/2021 22:00",1121,1494,507,912,874,1879,649,280,4704,555,1458,14433
"04/06/2021 23:00",1046,1417,467,862,812,1736,606,254,4411,541,1392,13544
"04/07/2021 00:00",1003,1386,439,838,773,1625,576,228,4183,542,1342,12935
"04/07/2021 01:00",976,1370,421,817,745,1562,562,221,4018,543,1312,12547
"04/07/2021 02:00",967,1351,411,805,733,1523,556,219,3911,541,1297,12314
"04/07/2021 03:00",973,1351,405,808,736,1514,563,217,3863,540,1293,12263
"04/07/2021 04:00",1001,1389,409,832,748,1545,582,223,3877,551,1316,12473
"04/07/2021 05:00",1070,1474,431,890,784,1627,631,238,4042,563,1374,13124
"04/07/2021 06:00",1169,1611,472,959,841,1739,713,265,4392,587,1463,14211
"04/07/2021 07:00",1222,1670,508,999,878,1802,748,285,4734,612,1530,14988
"04/07/2021 08:00",1194,1659,522,1009,877,1779,739,287,4964,614,1558,15202
"04/07/2021 09:00",1128,1614,526,986,841,1707,709,284,5093,601,1558,15047
"04/07/2021 10:00",1075,1571,516,970,800,1623,684,279,5144,593,1560,14815
"04/07/2021 11:00",1042,1543,518,968,773,1581,667,277,5191,587,1552,14699
"04/07/2021 12:00",1020,1518,520,957,748,1544,649,273,5185,581,1533,14528
"04/07/2021 13:00",1007,1506,519,958,746,1532,635,264,5164,577,1534,14442
"04/07/2021 14:00",1000,1481,513,953,738,1536,619,258,5134,578,1524,14334
"04/07/2021 15:00",1015,1470,520,936,756,1596,603,259,5153,575,1498,14381
"04/07/2021 16:00",1070,1499,529,931,804,1715,611,263,5210,574,1492,14698
"04/07/2021 17:00",1131,1525,540,944,861,1861,636,278,5230,579,1487,15072
