"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"11/20/2021 00:00",1137,1546,533,937,875,1757,632,255,4480,602,1486,14240
"11/20/2021 01:00",1108,1522,512,919,851,1684,612,245,4328,596,1453,13830
"11/20/2021 02:00",1095,1498,495,911,835,1644,604,243,4209,595,1425,13554
"11/20/2021 03:00",1094,1491,485,907,834,1623,602,240,4144,595,1417,13432
"11/20/2021 04:00",1111,1508,486,910,842,1634,612,243,4122,597,1428,13493
"11/20/2021 05:00",1140,1546,501,936,868,1679,634,252,4186,610,1456,13808
"11/20/2021 06:00",1186,1617,527,983,908,1761,675,270,4327,617,1511,14382
"11/20/2021 07:00",1204,1681,557,1024,933,1813,711,290,4499,641,1554,14907
"11/20/2021 08:00",1208,1728,589,1048,929,1830,741,299,4696,654,1588,15310
"11/20/2021 09:00",1172,1743,606,1063,888,1794,736,297,4863,653,1610,15425
"11/20/2021 10:00",1131,1735,621,1064,851,1778,741,293,4974,643,1619,15450
"11/20/2021 11:00",1136,1707,630,1049,844,1748,734,296,5037,639,1617,15437
"11/20/2021 12:00",1148,1689,623,1039,849,1781,714,297,5071,637,1599,15447
"11/20/2021 13:00",1176,1669,623,1045,897,1822,710,298,5073,632,1593,15538
"11/20/2021 14:00",1225,1662,636,1045,942,1876,709,306,5130,633,1583,15747
"11/20/2021 15:00",1280,1683,637,1062,988,2001,725,306,5151,639,1598,16070
"11/20/2021 16:00",1359,1755,663,1108,1051,2145,764,318,5219,664,1641,16687
"11/20/2021 17:00",1419,1822,697,1149,1110,2291,819,341,5329,675,1690,17342
"11/20/2021 18:00",1402,1808,701,1127,1108,2279,815,342,5331,667,1671,17251
"11/20/2021 19:00",1358,1780,687,1104,1083,2222,797,333,5243,663,1642,16912
"11/20/2021 20:00",1320,1744,676,1078,1052,2168,770,324,5128,650,1633,16543
"11/20/2021 21:00",1270,1678,660,1031,1009,2086,722,312,4982,630,1581,15961
"11/20/2021 22:00",1212,1591,640,978,955,1972,671,299,4801,613,1524,15256
"11/20/2021 23:00",1153,1520,613,926,901,1850,630,279,4587,598,1458,14515
"11/21/2021 00:00",1111,1495,538,896,867,1723,608,253,4444,600,1420,13955
"11/21/2021 01:00",1078,1472,510,873,837,1636,589,237,4265,596,1386,13479
"11/21/2021 02:00",1066,1455,492,864,812,1590,579,233,4135,591,1363,13180
"11/21/2021 03:00",1061,1453,480,859,810,1564,580,231,4066,586,1355,13045
"11/21/2021 04:00",1068,1462,477,860,818,1563,589,230,4038,591,1362,13058
"11/21/2021 05:00",1084,1485,485,876,836,1585,603,234,4074,599,1379,13240
"11/21/2021 06:00",1118,1537,508,911,862,1643,634,247,4174,603,1416,13653
"11/21/2021 07:00",1148,1589,535,946,900,1705,668,268,4322,625,1448,14154
"11/21/2021 08:00",1201,1650,559,976,947,1779,711,281,4491,641,1482,14718
"11/21/2021 09:00",1213,1686,581,998,971,1804,727,290,4672,647,1511,15100
"11/21/2021 10:00",1198,1692,603,1009,958,1840,741,292,4831,643,1531,15338
"11/21/2021 11:00",1203,1682,611,1013,947,1830,739,293,4927,640,1547,15432
"11/21/2021 12:00",1211,1690,613,1020,948,1849,729,293,4996,638,1552,15539
"11/21/2021 13:00",1227,1700,617,1035,985,1899,724,298,5007,636,1557,15685
"11/21/2021 14:00",1258,1704,628,1044,1019,1941,721,307,5056,636,1557,15871
"11/21/2021 15:00",1305,1728,628,1061,1047,2044,736,303,5090,643,1574,16159
"11/21/2021 16:00",1380,1793,653,1112,1100,2159,773,317,5178,658,1626,16749
"11/21/2021 17:00",1440,1856,689,1159,1150,2284,821,345,5317,668,1683,17412
"11/21/2021 18:00",1418,1835,695,1133,1137,2264,809,346,5345,662,1664,17308
"11/21/2021 19:00",1369,1802,695,1109,1107,2226,798,349,5282,660,1635,17032
"11/21/2021 20:00",1313,1752,678,1076,1062,2147,765,334,5189,643,1613,16572
"11/21/2021 21:00",1228,1661,644,1011,991,2013,701,305,5009,622,1542,15727
"11/21/2021 22:00",1148,1560,602,951,919,1858,643,274,4760,605,1478,14798
"11/21/2021 23:00",1083,1493,560,901,853,1715,600,245,4459,591,1423,13923
"11/22/2021 00:00",1062,1470,499,875,813,1605,580,232,4235,580,1379,13330
"11/22/2021 01:00",1036,1451,476,859,788,1538,564,223,4097,575,1359,12966
"11/22/2021 02:00",1024,1434,463,853,775,1500,559,220,3988,573,1345,12734
"11/22/2021 03:00",1026,1436,455,856,773,1486,559,219,3948,567,1347,12672
"11/22/2021 04:00",1046,1470,463,879,784,1520,579,229,3974,576,1376,12896
"11/22/2021 05:00",1110,1559,489,949,827,1620,628,243,4181,588,1452,13646
"11/22/2021 06:00",1213,1709,538,1054,901,1801,712,277,4598,606,1582,14991
"11/22/2021 07:00",1283,1808,579,1132,960,1952,759,300,5017,632,1683,16105
"11/22/2021 08:00",1289,1840,602,1152,983,2016,779,306,5304,638,1717,16626
"11/22/2021 09:00",1274,1842,617,1153,986,2034,779,308,5491,638,1730,16852
"11/22/2021 10:00",1245,1825,612,1154,965,2002,774,301,5572,632,1752,16834
"11/22/2021 11:00",1233,1813,614,1150,935,1992,762,303,5641,634,1766,16843
"11/22/2021 12:00",1221,1798,615,1138,924,1986,756,301,5679,633,1765,16816
"11/22/2021 13:00",1236,1809,615,1151,936,2018,764,297,5682,635,1768,16911
"11/22/2021 14:00",1260,1817,620,1159,962,2066,766,301,5707,636,1761,17055
"11/22/2021 15:00",1317,1844,632,1176,1009,2152,780,308,5757,646,1766,17387
"11/22/2021 16:00",1418,1916,666,1232,1091,2331,835,329,5897,667,1806,18188
"11/22/2021 17:00",1488,2001,701,1296,1165,2494,887,361,6023,681,1872,18969
"11/22/2021 18:00",1471,1984,696,1276,1162,2466,880,363,5866,673,1857,18694
"11/22/2021 19:00",1434,1941,682,1243,1137,2414,863,363,5733,667,1825,18302
"11/22/2021 20:00",1380,1878,659,1195,1102,2320,828,350,5553,658,1780,17703
"11/22/2021 21:00",1310,1800,630,1134,1047,2192,777,334,5347,641,1713,16925
"11/22/2021 22:00",1234,1701,590,1062,982,2022,723,310,5055,623,1638,15940
"11/22/2021 23:00",1169,1628,549,1001,920,1861,680,288,4736,607,1563,15002
"11/23/2021 00:00",1149,1598,526,967,889,1761,651,267,4478,606,1518,14410
"11/23/2021 01:00",1121,1570,507,947,867,1694,634,257,4308,607,1490,14002
"11/23/2021 02:00",1108,1549,497,939,856,1660,628,257,4189,611,1469,13763
"11/23/2021 03:00",1110,1551,492,940,856,1654,633,256,4144,604,1462,13702
"11/23/2021 04:00",1138,1578,502,959,870,1696,655,266,4169,608,1483,13924
"11/23/2021 05:00",1214,1674,529,1023,920,1803,707,284,4399,622,1550,14725
"11/23/2021 06:00",1333,1825,582,1121,1009,1980,782,316,4849,638,1665,16100
"11/23/2021 07:00",1390,1922,623,1195,1048,2081,828,332,5275,663,1758,17115
"11/23/2021 08:00",1366,1954,637,1218,1035,2082,855,329,5525,672,1792,17465
"11/23/2021 09:00",1334,1961,646,1222,1002,2044,859,326,5679,673,1798,17544
"11/23/2021 10:00",1296,1940,638,1227,976,2011,860,318,5740,669,1806,17481
"11/23/2021 11:00",1295,1923,636,1222,960,2003,849,316,5793,671,1803,17471
"11/23/2021 12:00",1297,1905,639,1208,958,2007,837,315,5833,665,1783,17447
"11/23/2021 13:00",1318,1901,640,1210,973,2045,839,317,5827,670,1769,17509
"11/23/2021 14:00",1334,1891,646,1203,1002,2112,833,321,5845,664,1753,17604
"11/23/2021 15:00",1385,1903,655,1205,1052,2223,839,330,5894,666,1753,17905
